dmfdma_mean,dmfdma_std,dmfdma_lower,dmfdma_upper,dmamma_mean,dmamma_std,dmamma_lower,dmamma_upper,mmanh3_mean,mmanh3_std,mmanh3_lower,mmanh3_upper
0.03019925203346078,0.01784121657443272,0.012358035459028058,0.0480404686078935,0.027040976151343207,0.03231167714673642,-0.005270700995393212,0.05935265329807962,0.0015353732728242931,0.0017526921086930159,-0.00021731883586872274,0.003288065381517309
