group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.0042307381223609082446,0.0058039910375344630489,61,30.5,0,0,0.96583389748005477049,0.9657369827645159166
dmamma,0.00017004082699259283297,0.00074803335139805285283,8,4,2,1,0.55797137759704806825,0.55796625501461805108
mmanh3,0.001086275689539834997,8.1086554712250812939e-05,76,38,0,0,1.1912117778498867438,1.1911978722443963274
