real_name,dmfdma,dmamma,mmanh3
0,0.12342124205013065008,0.085397398466834278929,0.00010018004750060027492
1,0.010020036740134788053,0.083853104996818514372,0.023150326799729618182
2,0.14578915133941386384,0.097920686884328519972,0.028790780248170069755
3,0.010020173715183142149,0.13639092061488986007,0.01447908975305207957
4,0.14279323136397897853,0.013598777796248979338,0.0053687578008511233074
5,0.010020207548063887401,0.15674456161452748892,0.024076921246441361502
6,0.28525541923462977012,0.067943672568398880141,0.044339217926605910269
7,0.0100200351981310741,0.084613851818531690685,0.034698795168996605931
8,0.081921516897337856578,0.047061729305830843351,0.00010018091946202383174
9,0.17519275842184789393,0.016127904396896437789,0.00010022145262575866585
10,0.28669099280100235339,0.18641496186006573099,0.0001001769279055549891
11,0.070819150713770179228,0.073838274958735447551,0.043533772212034721472
12,0.24812003238176397191,0.086351350579047678191,0.022271548761012137374
13,0.33174331518130556473,0.10433121848179900681,0.0023306824171605389044
14,0.010806908318265796148,0.11148590131083289945,0.059491849611178683477
15,0.054650229868356041407,0.19288483117683827284,0.051782335434542740848
16,0.43798923914065540641,0.11344152829820319806,0.034897293096371309606
17,0.010020158163024836181,0.12630698104785939573,0.00010013637980108682564
18,0.025069446278504128184,0.018251457115011911897,0.00010015671514221604287
19,0.010020148012519661945,0.12188076969314307063,0.00010013651001792997974
20,0.061105217956941473845,0.11100790853174798134,0.037878572669848557808
21,0.51228908854297150466,0.057147598753819382755,0.00010021957643964833076
22,0.010020182130694383141,0.14545509178955703944,0.034053744517537294645
23,0.080426855430545909909,0.057302633335818684013,0.00010017712080635209082
24,0.048093452132312114466,0.054903495198728183291,0.031367768158582207128
25,0.31295239112082112731,0.1510384686834340684,0.046343979907520482797
26,0.18211984245562617968,0.035428563737563804892,0.00010021014775981033245
27,0.21886959096576230621,0.11361735964727529002,0.0097229057621414666929
28,0.010020104286647013581,0.10439891687058530656,0.00010013707855811362099
29,0.36402692193999308667,0.10520453499941977149,0.013337979921214979107
30,0.096637616899307637874,0.039573196943452140784,0.00010018875139165006887
31,0.0100202835970369733,0.19999932549043442087,0.0070911499689304607549
32,0.24909611837764045195,0.081256834829502314066,0.00010019677428558704962
33,0.064014116194314060748,0.066669820857385153623,0.00010016864788890664814
34,0.010019922496909907869,0.05112831232651947333,0.0050622997849972435624
35,0.1650491194662701,0.030691069379006910567,0.00010020998200073545008
36,0.010019913113712015582,0.049168000301142822384,0.0095859132530181495602
37,0.2664809121031601058,0.074852279755074857537,0.024499138758013051798
38,0.2939057134932795412,0.05828050660728053417,0.00010020958086034619319
39,0.11140963458577295142,0.080479152572479159544,0.00010017893179068564113
40,0.010020057399287359001,0.090141665781129434731,0.01884242275445453807
41,0.010020210485510988932,0.15438479294097337546,0.010556202442629645383
42,0.010019822516937509568,0.029970154709122169556,0.0033221506620511867189
43,0.010020234528270494448,0.18079041977727181023,0.047972260766203193849
44,0.096618543378334503791,0.057844455262345065294,0.040628658579265355955
45,0.37404082521674392181,0.19999985068219880424,0.00010017912305619032325
46,0.072256039953124767683,0.14460707094201560863,0.00010015826405427142134
47,0.010019911189891766642,0.048630694932304631417,0.0076607866595179169994
48,0.25236927963253869001,0.14603929055888770216,0.0039647016004998565999
49,0.010020049998667311664,0.086408029936703406593,0.008173089952842611805
50,0.010020104232284828688,0.10437879553112852649,0.00010013707927904194291
51,0.22948531946492559119,0.011035787264292325899,0.01328128940287611609
52,0.37948129548627412833,0.00050214804473795162862,0.0069156014675024217106
53,0.12771236531242563528,0.08130007564940350262,0.0025251148443454791287
54,0.010020052826644748958,0.086585625784912856329,0.00010013776266629262129
55,0.26229253690267906318,0.144865139614779731,0.058802985144997758915
56,0.010020193303265536103,0.14527753102814661146,0.010745000100527661926
57,0.010020086438597213332,0.10605414235326854344,0.060469209034338840258
58,0.010020105997511553897,0.1163501207245599689,0.078012524223613100016
59,0.19139242351029178701,0.1481800372892716211,0.044361798720140753483
60,0.18755476550961280857,0.15139718174738472922,0.000100174816768596218
61,0.17183201974586084781,0.093730677581342278226,0.055711983073543726308
62,0.49749091257413996514,0.094792581947968884704,0.00010020325946265949018
63,0.010019970619491627706,0.062818230345466949394,0.00010013888665391717993
64,0.13120173449090236084,0.076906820648856233369,0.031854774824474060835
65,0.16625503117968029598,0.079415060672742426862,0.025339734084683058352
66,0.35708477079402339838,0.10416452020816771573,0.00010019575325494872991
67,0.010020133997986277463,0.11900881974645140249,0.017688573740716674598
68,0.051791875382496264935,0.038341876848872066819,0.0072753279448741223559
69,0.010020160074924072333,0.12715722237673590667,0.00010013635535329161051
70,0.12686799459860620409,0.094618815360311747664,0.023660039236162593718
71,0.30077046021989212177,0.038758408791069745569,0.027835784612776633823
72,0.010020027514895583562,0.079942225361943702877,0.013779837537154787305
73,0.010020262726184399338,0.18550369060866225834,0.0079756788328379964181
74,0.060897726496815157704,0.056045299509168922114,0.044268631242530304126
75,0.55546292320013723742,0.037503294626606668849,0.00010023283282323382302
76,0.11439956886285324034,0.086325432695516499115,0.0058728397172974839205
77,0.42418612649829873229,0.10798344512150193086,0.018932328928083802522
78,0.010019949250750883815,0.057391565836704752646,0.00010013918468024592026
79,0.42648213215118235819,0.13823293144193091186,0.00010019007206667935336
80,0.14850658735016170064,0.095544059304697920298,0.00010018156370079392382
81,0.010019641538843661668,0.00050000000000000001041,0.00010014369897121385496
82,0.45916262183310102563,0.12763651015436347502,0.033360600650100304121
83,0.010019909320839017267,0.048058021417867864689,0.00442776954925834694
84,0.01002003068050457725,0.082466222978738054628,0.028216300056847273131
85,0.010020156959349673167,0.12577530835489639238,0.00010013639518720456631
86,0.09100909081851327187,0.048040573533095466685,0.00010018368076728360904
87,0.094163191938966175898,0.077663244869677183768,0.03046083364011719849
88,0.33785922781621557931,0.11647560174663301735,0.00010019162956957202901
89,0.19211023393796833325,0.035145206683825210014,0.054220756864416415344
90,0.25372872530942303104,0.15714784969539385973,0.037532312529174355342
91,0.19777944089268317818,0.14809727995448068727,0.017705904828759486125
92,0.44903751417594944817,0.03056482572032419992,0.00010023454358389309712
93,0.010019947838441817245,0.057042800324920248101,0.00010013920444421700606
94,0.2896873246143081837,0.049529868479468476539,0.017994974818868175043
95,0.18933216684087258996,0.13192796164646602985,0.039555909687495810489
