iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,base
0,200,0.000127257,6.37075e-05,3.3075e-05,0.000214259,7.77668e-05,0.000210915,5.58253e-05,0.000212418,0.000117517,0.000211785,5.76735e-05,0.000210205,9.46234e-05,0.000118493,8.26164e-05,8.07341e-05,6.10075e-05,8.09914e-05,0.000204981,8.77434e-05,5.65709e-05,0.000213361,0.000159521,0.000213259,8.65117e-05,0.000103763,0.000210772,9.26178e-05,0.0001102,4.03161e-05,9.60497e-05,6.61275e-05,0.000212832,7.1262e-05,9.37576e-05,0.000214132,7.95676e-05,0.000100509,0.000211216,9.92189e-05,0.000210994,6.39477e-05,8.91547e-05,8.01013e-05,0.000211299,0.000213084,0.000210693,0.000209811,7.31368e-05,8.98517e-05,9.40371e-05,0.000211056,7.36561e-05,0.000211948,0.000212832,0.000133764,0.000183455,7.65558e-05,0.000212362,3.3075e-05,0.000212915,0.000208761,0.000207788,3.89953e-05,7.48514e-05,4.24439e-05,9.43585e-05,0.000211685,6.11719e-05,6.04306e-05,8.49115e-05,0.000211858,0.000113932,0.00021338,6.18526e-05,8.93573e-05,0.000211447,0.00021383,9.33456e-05,0.000119849,7.57714e-05,6.90627e-05,0.000211526,8.99942e-05,7.49438e-05,0.000210057,5.71022e-05,0.000211154,0.000210578,0.000213349,9.15668e-05,7.09903e-05,8.33511e-05,7.97889e-05,4.27746e-05,5.7105e-05,0.00012162,0.000211515,8.29688e-05,4.27003e-05,6.87833e-05,0.000212997,0.000210532,6.4209e-05,9.35139e-05,8.09568e-05,4.20488e-05,0.000212455,7.84891e-05,9.07715e-05,8.86172e-05,0.000214159,0.000194323,7.56964e-05,0.000106316,9.05583e-05,0.000176767,6.1689e-05,0.000211178,0.000212242,0.000210224,7.3904e-05,0.000209888,0.000132597,8.36853e-05,8.556e-05,6.94942e-05,8.59309e-05,0.000118082,8.19572e-05,9.00966e-05,0.000120817,5.83251e-05,7.50748e-05,0.000210125,0.000211638,0.000212883,0.000112978,7.69638e-05,5.06623e-05,7.80649e-05,7.47728e-05,0.000210057,0.000210066,0.000210188,0.000211956,8.4585e-05,8.02338e-05,0.000211037,0.000137639,9.64776e-05,0.000213622,7.24271e-05,0.000100956,0.000210057,0.000137161,0.000211175,5.6218e-05,0.000210871,0.000185387,5.6786e-05,7.07265e-05,0.00010081,8.47579e-05,6.07126e-05,0.000207473,3.80384e-05,3.88886e-05,0.000209153,0.00021209,0.000107704,7.71689e-05,7.13856e-05,0.000210436,0.000212917,8.95352e-05,0.000161652,8.33199e-05,0.000111873,6.09377e-05,5.64994e-05,9.6165e-05,0.000211793,6.92009e-05,8.49418e-05,8.88509e-05,5.47906e-05,8.25717e-05,4.5684e-05,0.000184067,0.000212273,0.000210021,0.000169979,8.9573e-05,0.000209749,7.99457e-05,9.18248e-05,0.00017095,8.11073e-05,0.000214259,8.41383e-05,0.000155183,8.28556e-05,7.17621e-05
1,440,0.000127241,6.3688e-05,3.30751e-05,0.000214215,7.77667e-05,0.000210868,5.58252e-05,0.000212373,0.000117517,0.000211738,5.76738e-05,0.000210158,9.46229e-05,0.00011849,8.26164e-05,8.07306e-05,6.10073e-05,8.09914e-05,0.000204932,8.77361e-05,5.65709e-05,0.000213317,0.000159502,0.000213215,8.6505e-05,0.000103763,0.000210725,9.26166e-05,0.000110193,4.03161e-05,9.60488e-05,6.61275e-05,0.000212788,7.1262e-05,9.37568e-05,0.000214088,7.95669e-05,0.000100506,0.00021117,9.92189e-05,0.000210949,6.39477e-05,8.91547e-05,8.01011e-05,0.000211253,0.00021304,0.000210648,0.000209763,7.3137e-05,8.98517e-05,9.40351e-05,0.00021101,7.36561e-05,0.000211903,0.000212787,0.000133761,0.00018345,7.65498e-05,0.000212317,3.30751e-05,0.000212871,0.000208712,0.000207738,3.89953e-05,7.48514e-05,4.24436e-05,9.43585e-05,0.00021164,6.11716e-05,6.04306e-05,8.49114e-05,0.000211812,0.000113926,0.000213337,6.18522e-05,8.93563e-05,0.000211402,0.000213786,9.33404e-05,0.000119848,7.57713e-05,6.90626e-05,0.000211481,8.99942e-05,7.49436e-05,0.000210013,5.71017e-05,0.000211109,0.000210532,0.000213305,9.15663e-05,7.09896e-05,8.33507e-05,7.97875e-05,4.27746e-05,5.7105e-05,0.00012162,0.00021147,8.29685e-05,4.27003e-05,6.87835e-05,0.000212953,0.000210486,6.42089e-05,9.3513e-05,8.09558e-05,4.20488e-05,0.000212411,7.84887e-05,9.07711e-05,8.86169e-05,0.000214115,0.000194284,7.56964e-05,0.000106316,9.05547e-05,0.000176738,6.16889e-05,0.000211133,0.000212197,0.000210179,7.39036e-05,0.000209841,0.000132579,8.36853e-05,8.55597e-05,6.94942e-05,8.59309e-05,0.000118083,8.19525e-05,9.00956e-05,0.000120809,5.83251e-05,7.50748e-05,0.00021008,0.000211593,0.000212839,0.000112977,7.69638e-05,5.06617e-05,7.80649e-05,7.47728e-05,0.000210013,0.000210022,0.000210142,0.000211911,8.45849e-05,8.02332e-05,0.000210991,0.000137636,9.64775e-05,0.000213578,7.24271e-05,0.000100955,0.000210013,0.00013716,0.000211129,5.62178e-05,0.000210826,0.000185381,5.6786e-05,7.07265e-05,0.00010081,8.47575e-05,6.07125e-05,0.000207427,3.8038e-05,3.88885e-05,0.000209106,0.000212046,0.000107704,7.71689e-05,7.13847e-05,0.00021039,0.000212873,8.95339e-05,0.00016163,8.33199e-05,0.000111871,6.09372e-05,5.64994e-05,9.61626e-05,0.000211747,6.91992e-05,8.49419e-05,8.88505e-05,5.47906e-05,8.25713e-05,4.5684e-05,0.000184063,0.000212228,0.000209973,0.000169974,8.95713e-05,0.000209702,7.99455e-05,9.18247e-05,0.000170922,8.11072e-05,0.000214215,8.4137e-05,0.00015518,8.28556e-05,7.17616e-05
2,680,0.000127226,6.36686e-05,3.30751e-05,0.000214173,7.77667e-05,0.000210823,5.58251e-05,0.000212328,0.000117514,0.000211693,5.76731e-05,0.000210111,9.46215e-05,0.000118488,8.26164e-05,8.07287e-05,6.10068e-05,8.09914e-05,0.000204883,8.77289e-05,5.65707e-05,0.000213274,0.000159486,0.000213171,8.65016e-05,0.000103763,0.000210679,9.26153e-05,0.000110187,4.03157e-05,9.60481e-05,6.61275e-05,0.000212744,7.1262e-05,9.37566e-05,0.000214045,7.95669e-05,0.000100503,0.000211126,9.92172e-05,0.000210904,6.39478e-05,8.91547e-05,8.01004e-05,0.000211208,0.000212996,0.000210603,0.000209715,7.31362e-05,8.98517e-05,9.40321e-05,0.000210966,7.36561e-05,0.000211858,0.000212744,0.000133758,0.000183447,7.65496e-05,0.000212273,3.30751e-05,0.000212827,0.000208664,0.000207689,3.89953e-05,7.48514e-05,4.24436e-05,9.43584e-05,0.000211596,6.11713e-05,6.04306e-05,8.49114e-05,0.000211767,0.000113921,0.000213293,6.18521e-05,8.93555e-05,0.000211358,0.000213743,9.33371e-05,0.000119848,7.57709e-05,6.90626e-05,0.000211436,8.99942e-05,7.49436e-05,0.000209969,5.71016e-05,0.000211064,0.000210485,0.000213261,9.15656e-05,7.0989e-05,8.33507e-05,7.97876e-05,4.27746e-05,5.7105e-05,0.000121617,0.000211426,8.29674e-05,4.27003e-05,6.87831e-05,0.000212909,0.000210442,6.42089e-05,9.35124e-05,8.09545e-05,4.20488e-05,0.000212367,7.84882e-05,9.07711e-05,8.86162e-05,0.000214072,0.000194242,7.56961e-05,0.000106315,9.055e-05,0.000176712,6.16887e-05,0.000211089,0.000212152,0.000210135,7.39036e-05,0.000209794,0.000132563,8.36853e-05,8.55597e-05,6.94942e-05,8.59309e-05,0.000118079,8.19488e-05,9.00945e-05,0.000120801,5.83251e-05,7.50748e-05,0.000210036,0.000211549,0.000212795,0.000112977,7.69635e-05,5.06618e-05,7.80649e-05,7.47728e-05,0.000209969,0.000209979,0.000210097,0.000211866,8.45848e-05,8.02332e-05,0.000210945,0.000137634,9.64775e-05,0.000213535,7.2427e-05,0.000100955,0.000209969,0.000137158,0.000211083,5.62179e-05,0.000210781,0.000185378,5.6786e-05,7.07264e-05,0.000100809,8.47574e-05,6.07125e-05,0.000207381,3.8038e-05,3.8888e-05,0.000209059,0.000212001,0.000107704,7.71689e-05,7.13843e-05,0.000210345,0.000212828,8.95339e-05,0.00016161,8.33199e-05,0.000111871,6.09372e-05,5.64994e-05,9.61626e-05,0.000211702,6.91975e-05,8.49418e-05,8.88505e-05,5.47906e-05,8.25709e-05,4.5684e-05,0.00018406,0.000212184,0.000209927,0.000169971,8.95712e-05,0.000209656,7.99455e-05,9.18247e-05,0.000170899,8.11072e-05,0.000214173,8.41361e-05,0.000155177,8.28542e-05,7.17613e-05
3,920,0.000127209,6.36484e-05,3.30752e-05,0.000214127,7.77659e-05,0.000210775,5.58251e-05,0.000212281,0.000117514,0.000211645,5.76731e-05,0.000210062,9.46201e-05,0.000118487,8.26164e-05,8.07252e-05,6.10062e-05,8.09914e-05,0.000204835,8.77208e-05,5.65707e-05,0.000213228,0.000159467,0.000213125,8.64956e-05,0.000103763,0.00021063,9.26141e-05,0.000110178,4.03157e-05,9.60479e-05,6.61273e-05,0.000212698,7.12619e-05,9.37566e-05,0.000214001,7.95669e-05,0.000100501,0.000211079,9.92165e-05,0.000210857,6.39473e-05,8.91543e-05,8.01002e-05,0.00021116,0.00021295,0.000210556,0.000209666,7.31344e-05,8.98517e-05,9.40301e-05,0.000210919,7.36561e-05,0.000211812,0.000212697,0.000133756,0.000183442,7.65496e-05,0.000212227,3.30752e-05,0.000212781,0.000208613,0.000207637,3.89952e-05,7.48514e-05,4.24436e-05,9.43584e-05,0.000211549,6.11712e-05,6.04306e-05,8.49114e-05,0.00021172,0.000113917,0.000213247,6.18522e-05,8.93547e-05,0.00021131,0.000213697,9.33333e-05,0.000119848,7.57704e-05,6.90626e-05,0.000211389,8.99942e-05,7.49436e-05,0.000209929,5.71016e-05,0.000211017,0.000210437,0.000213216,9.15645e-05,7.09874e-05,8.33507e-05,7.97861e-05,4.27746e-05,5.7105e-05,0.000121617,0.000211379,8.29666e-05,4.27003e-05,6.87831e-05,0.000212863,0.000210394,6.42089e-05,9.35124e-05,8.09534e-05,4.20488e-05,0.00021232,7.84879e-05,9.07711e-05,8.86162e-05,0.000214027,0.000194204,7.56961e-05,0.000106315,9.05456e-05,0.000176682,6.16887e-05,0.000211042,0.000212104,0.000210088,7.39033e-05,0.000209746,0.000132543,8.36853e-05,8.55588e-05,6.94929e-05,8.59309e-05,0.000118076,8.19453e-05,9.00933e-05,0.000120792,5.83251e-05,7.50747e-05,0.00020999,0.000211502,0.000212749,0.000112975,7.69634e-05,5.06616e-05,7.80649e-05,7.47728e-05,0.000209929,0.000209939,0.000210051,0.000211819,8.45829e-05,8.02332e-05,0.000210897,0.000137634,9.64775e-05,0.000213489,7.2427e-05,0.000100954,0.000209929,0.000137155,0.000211034,5.6218e-05,0.000210735,0.000185374,5.6786e-05,7.07259e-05,0.000100809,8.47574e-05,6.07127e-05,0.000207336,3.8038e-05,3.88879e-05,0.000209014,0.000211955,0.000107703,7.71689e-05,7.13839e-05,0.000210297,0.000212783,8.95339e-05,0.000161589,8.33199e-05,0.00011187,6.09372e-05,5.64994e-05,9.61619e-05,0.000211654,6.91955e-05,8.49415e-05,8.88504e-05,5.47906e-05,8.25709e-05,4.5684e-05,0.000184055,0.000212138,0.000209878,0.000169968,8.95707e-05,0.000209608,7.99451e-05,9.18247e-05,0.00017087,8.11072e-05,0.000214127,8.41348e-05,0.000155175,8.28542e-05,7.17613e-05
