iteration,num_reals,current_lambda,current_comp_mean_phi,current_comp_std_phi,lambda_scale_fac,lambda,comp_mean_phi,comp_std_phi
1,20,1e-06,0.000127257,6.37075e-05,0.75,1.2e-06,0.000117115,6.02381e-05
1,20,1e-06,0.000127257,6.37075e-05,1,1.2e-06,0.000117113,6.02342e-05
1,20,1e-06,0.000127257,6.37075e-05,1.1,1.2e-06,0.000117111,6.02319e-05
2,20,9e-07,0.000127241,6.3688e-05,0.75,1.08e-06,0.000130966,6.94459e-05
2,20,9e-07,0.000127241,6.3688e-05,1,1.08e-06,0.000130962,6.94413e-05
2,20,9e-07,0.000127241,6.3688e-05,1.1,1.08e-06,0.000130961,6.94393e-05
3,20,8.1e-07,0.000127226,6.36686e-05,0.75,9.72e-07,0.000117018,5.63422e-05
3,20,8.1e-07,0.000127226,6.36686e-05,1,9.72e-07,0.000117016,5.63391e-05
3,20,8.1e-07,0.000127226,6.36686e-05,1.1,9.72e-07,0.000117014,5.6337e-05
