group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.0063450435212381106967,0.0087047301138572542867,61,30.5,0,0,0.96583389748005477049,0.96568855088709759649
dmamma,0.00025516295755187955174,0.0011220604754470979523,8,4,2,1,0.55797137759704806825,0.55796369310409432707
mmanh3,0.0016294680844753713783,0.00012163779662439043721,76,38,0,0,1.1912117778498867438,1.1911909188102798307
