dmfdma_mean,dmfdma_std,dmfdma_lower,dmfdma_upper,dmamma_mean,dmamma_std,dmamma_lower,dmamma_upper,mmanh3_mean,mmanh3_std,mmanh3_lower,mmanh3_upper
0.27049905831070453,0.11639684556133045,0.15410221274937408,0.386895903872035,0.09889729056846651,0.04491564997984635,0.05398164058862016,0.14381294054831287,2.963657785991501,1.0017264517309512,1.96193133426055,3.9653842377224526
