real_name,dmf_0,dmf_1,dmf_2,dmf_3,dmf_4,dmf_5,dmf_6,dma_0,dma_1,dma_2,dma_3,dma_4,dma_5,dma_6,mma_0,mma_1,mma_2,mma_3,mma_4,mma_5,mma_6
0,0.082090999999999997305,0.060788000000000001755,0.043800999999999999657,0.031559999999999997777,0.022741000000000000797,0.016386000000000001259,0.011806999999999999787,0,0.020230999999999998984,0.034210999999999998356,0.042272999999999998078,0.046275999999999997692,0.047538999999999997925,0.046995000000000002049,0,0.0010713999999999999132,0.0040752000000000001764,0.0082462999999999998108,0.013050000000000000835,0.01812199999999999922,0.023220000000000001056
1,0.082090999999999997305,0.07063500000000000334,0.059954000000000000348,0.050888000000000002676,0.043192000000000001225,0.036660999999999999144,0.031116999999999998827,0,0.011004999999999999158,0.020321999999999999786,0.027327000000000000596,0.032441999999999998616,0.036022999999999999465,0.038363000000000001266,0,0.00044651000000000000585,0.0017815999999999999372,0.0037682000000000001952,0.0062112000000000000544,0.0089536000000000007942,0.011870000000000000343
2,0.082090999999999997305,0.059140999999999999126,0.04135599999999999693,0.028919000000000000261,0.020223000000000001392,0.014141000000000000791,0.0098886000000000008614,0,0.020424000000000001181,0.031632000000000000395,0.035692000000000001503,0.035576000000000003454,0.03318299999999999722,0.029701000000000001705,0,0.0024978999999999999468,0.0088870000000000008017,0.016824999999999999678,0.024920000000000001178,0.032409000000000000308,0.038915999999999999204
3,0.082090999999999997305,0.072342000000000003523,0.06302199999999999469,0.054903000000000000413,0.047829999999999997518,0.041667999999999996708,0.036299999999999998934,0,0.0071609999999999998307,0.010236000000000000307,0.010911000000000000559,0.010500999999999999918,0.0096442000000000003418,0.0086493999999999997969,0,0.0025736000000000001063,0.0087244000000000002104,0.015956999999999998963,0.023105000000000000537,0.029669000000000000927,0.035471999999999996589
4,0.082090999999999997305,0.059385000000000000286,0.041713000000000000078,0.029299999999999999656,0.020580999999999998601,0.014456999999999999365,0.010155000000000000832,0,0.022425000000000000488,0.039286000000000001475,0.050530999999999999528,0.057845000000000000584,0.062413000000000003198,0.065066999999999999837,0,0.0002800999999999999779,0.0010862000000000000561,0.0022441000000000001745,0.0036299000000000001404,0.0051571999999999998052,0.0067659000000000000391
5,0.082090999999999997305,0.07281100000000000072,0.063880000000000006222,0.056044999999999997597,0.04916999999999999843,0.043138999999999996793,0.037847999999999999698,0,0.0061688000000000003248,0.0081446999999999995096,0.0082138999999999996737,0.0076239999999999997007,0.0068520999999999998575,0.0060755000000000001711,0,0.0030815999999999998775,0.0098557000000000002243,0.01723500000000000032,0.024106999999999999956,0.030133000000000000063,0.035265999999999998737
6,0.082090999999999997305,0.049926999999999999158,0.029023000000000000187,0.016871000000000000579,0.0098074000000000008392,0.0057012000000000000177,0.0033140999999999999452,0,0.031662999999999996703,0.0512229999999999977,0.061569999999999999729,0.066592999999999999416,0.068553000000000002823,0.068761000000000002674,0,0.00049215999999999994995,0.0017787000000000000293,0.0034459999999999998445,0.0052560999999999996612,0.0070755999999999995981,0.008831800000000000761
7,0.082090999999999997305,0.070557999999999995722,0.059816000000000001113,0.050709999999999998133,0.042990000000000000435,0.03644499999999999823,0.030897000000000000852,0,0.011032999999999999405,0.020265999999999999293,0.027103999999999999621,0.032002000000000002666,0.035335999999999999355,0.037417999999999999872,0,0.00049383999999999994741,0.0019542999999999999608,0.0040990000000000002128,0.0066991999999999997731,0.0095739999999999991775,0.012581999999999999434
8,0.082090999999999997305,0.063899999999999998468,0.048619999999999996554,0.036993999999999999106,0.02814799999999999941,0.021417999999999999539,0.016296000000000001456,0,0.017995000000000000578,0.032690999999999997838,0.043446999999999999509,0.051214999999999996638,0.056717999999999997585,0.060506999999999998285,0,0.00019551000000000000345,0.00077822000000000004019,0.0016466000000000000168,0.0027222000000000001405,0.0039455999999999996283,0.0052719000000000003706
9,0.082090999999999997305,0.057123000000000000165,0.03846000000000000113,0.02589500000000000135,0.01743499999999999911,0.011738999999999999435,0.0079035000000000008025,0,0.0246080000000000014,0.042252999999999998892,0.053375999999999999834,0.060131999999999997952,0.063967999999999997085,0.065859000000000000874,0,0.00035900999999999999319,0.0013764999999999999025,0.0028156000000000001339,0.0045152999999999998693,0.0063680000000000003962,0.0083017999999999998045
10,0.082090999999999997305,0.04973199999999999843,0.028785999999999999088,0.016661999999999999728,0.0096447000000000008418,0.0055827000000000003357,0.0032314000000000001576,0,0.018176999999999998714,0.016247000000000001024,0.011001999999999999627,0.0068145999999999996508,0.0040689999999999997005,0.0023900000000000001972,0,0.014175999999999999365,0.037020999999999998353,0.054332999999999999352,0.065465999999999996417,0.072191000000000005166,0.076132000000000005224
11,0.082090999999999997305,0.064753000000000004999,0.049987999999999997713,0.038588999999999998303,0.029790000000000000507,0.022997000000000000081,0.017753000000000001418,0,0.01715600000000000111,0.031378000000000003111,0.0419609999999999983,0.049743999999999996553,0.05537299999999999861,0.059346999999999996978,0,0.00017823000000000000626,0.00070007000000000001085,0.0014603000000000000962,0.0023779999999999999055,0.0033923999999999998427,0.0044577000000000002039
12,0.082090999999999997305,0.052236999999999998712,0.031903000000000000802,0.019484000000000001318,0.011898999999999999855,0.0072668999999999997486,0.004438100000000000378,0,0.02815000000000000141,0.044027999999999997693,0.050685000000000000886,0.052054999999999997107,0.050501999999999998281,0.047433999999999996999,0,0.0016884999999999998968,0.0060469000000000000181,0.011575999999999999485,0.017403999999999999332,0.023050000000000001044,0.028261999999999998928
13,0.082090999999999997305,0.047095999999999998975,0.025689000000000000029,0.014012000000000000149,0.0076427999999999999409,0.0041687000000000000097,0.0022737999999999998664,0,0.030009000000000000952,0.040011999999999998956,0.039099000000000001809,0.03394799999999999901,0.027738999999999999768,0.02186799999999999855,0,0.0049804999999999996843,0.016355999999999999012,0.028881000000000000422,0.040301999999999997548,0.049856999999999998541,0.057470000000000000251
14,0.082090999999999997305,0.069487999999999994216,0.057935000000000000386,0.048303999999999999715,0.04027300000000000324,0.033577999999999996739,0.027994999999999999052,0,0.010482999999999999263,0.016455000000000000876,0.018874999999999999417,0.019182000000000001133,0.018295999999999999763,0.01679200000000000137,0,0.0020730000000000001897,0.0073319999999999999757,0.013799000000000000501,0.020313000000000001194,0.026242000000000001436,0.031286000000000001309
15,0.082090999999999997305,0.065903000000000003245,0.051861999999999998379,0.040812000000000001054,0.032116999999999999715,0.025274000000000001326,0.019889000000000000429,0,0.009032399999999999457,0.0097687999999999993589,0.0083674000000000005317,0.0067584000000000003447,0.0053629000000000003057,0.0042316000000000002917,0,0.0070067000000000002544,0.019495999999999999441,0.030398000000000001408,0.038566000000000003056,0.044243999999999998607,0.047914999999999999258
16,0.082090999999999997305,0.041265999999999997128,0.019487000000000000849,0.0092019000000000007039,0.004345299999999999857,0.0020519000000000001648,0.00096896000000000004695,0,0.033194000000000001283,0.03922400000000000192,0.034040000000000000813,0.026300000000000000461,0.019157000000000000417,0.013485999999999999724,0,0.0075265000000000002039,0.022655000000000001525,0.036878000000000001057,0.047705999999999998407,0.054998999999999999277,0.059369999999999999163
