group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.39585984400474860667,7.4871588057036930763,0,0,0,0,0.61665348630727190304,0.56823424929370247582
dmamma,0.88262186140385456845,9.6688110313427078069,0,0,0,0,1.259425458886471727,1.1477845888894808724
mmanh3,0.1118197259413267336,0.23802956243598713537,42,21,0,0,1.1432440750784751415,1.1392489111986985328
