group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.39053679140759167687,7.312212224699586649,0,0,0,0,0.61665348630727190304,0.56933899644851315713
dmamma,0.84473441470668941822,9.4538931489278503761,0,0,0,0,1.259425458886471727,1.1500758078571355902
mmanh3,0.11056137972520327373,0.23272353912839974233,42,21,0,0,1.1432440750784751415,1.1393238248657671097
