iteration,total_runs,obs_realization,par_realization,gdmf,gdma,gmma
2,500,15,15,0.00051176,0.00512418,0.0012555
2,500,16,16,0.00307553,0.00200507,0.00332605
2,500,17,17,0.0033698,0.00397188,7.47111e-05
2,500,18,18,0.00104243,0.00028885,0.00220335
2,500,19,19,0.00216235,0.00328283,0.000123767
2,500,20,20,0.000441837,0.00161471,0.000244285
2,500,21,21,0.00370419,0.00761098,0.00195112
2,500,22,22,0.00303048,0.00463435,5.75862e-05
2,500,23,23,0.000304422,0.00103555,0.0021508
2,500,24,24,0.000599785,0.000530856,0.00219205
2,500,25,25,0.00188403,0.00391543,0.00498732
2,500,26,26,0.00063291,0.00300943,0.00207626
2,500,27,27,0.000953971,0.0014313,0.00228026
2,500,28,28,0.00286954,0.00240737,0.000177985
2,500,29,29,0.00238693,0.00116811,0.00226707
2,500,30,30,0.00025871,0.00133084,0.0021371
2,500,31,31,0.0033681,0.00589347,0.000181364
2,500,32,32,0.0012403,0.00226272,0.000726531
2,500,33,33,0.000414924,0.000761515,0.00216549
2,500,34,34,0.0033342,0.000504943,0.00225532
2,500,35,35,0.000504918,0.00267551,0.00208688
2,500,36,36,0.00337214,0.000514458,0.0022652
2,500,37,37,0.0014159,0.00453197,0.00204761
2,500,38,38,0.00169106,0.00497263,0.00201838
2,500,39,39,0.000260894,0.000814822,0.0012124
2,500,40,40,0.00337103,0.00145276,0.000798977
2,500,41,41,0.00336862,0.00499423,8.6087e-05
2,500,42,42,0.00337214,0.000514458,0.00226381
2,500,43,43,0.00336748,0.00556356,4.84363e-05
2,500,44,44,0.000258759,0.00133054,0.00215579
2,500,45,45,0.00248429,0.00570868,0.0115373
2,500,46,46,0.00034989,0.00360743,0.00185092
2,500,47,47,0.00337214,0.000514458,0.00226477
2,500,48,48,0.00127695,0.00355654,0.00588407
2,500,49,49,0.00253228,0.000764751,0.000934979
2,500,50,50,0.0033704,0.00263101,0.000230619
2,500,51,51,0.00105331,0.00389427,0.00205763
2,500,52,52,0.00253454,0.00617598,0.00199198
2,500,53,53,0.000301865,0.000839413,0.00098306
2,500,54,54,0.00307194,0.00101401,0.000985455
2,500,55,55,0.00137584,0.00352078,0.00358515
2,500,56,56,0.00336862,0.0047241,7.28598e-05
2,500,57,57,0.0033698,0.00275559,0.000304795
2,500,58,58,0.00336866,0.00343759,0.000189165
2,500,59,59,0.000709992,0.00357519,0.00320402
2,500,60,60,0.000677874,0.0037138,0.00496973
2,500,61,61,0.000554136,0.000151752,7.09454e-05
2,500,62,62,0.0035843,0.00133053,0.00113687
2,500,63,63,0.00244898,0.00028635,0.00224498
2,500,64,64,0.000315008,0.00200316,0.00212674
2,500,65,65,0.000513389,0.00189818,0.00143463
2,500,66,66,0.0023195,0.00107939,0.00236174
2,500,67,67,0.0033698,0.00359158,9.66755e-05
2,500,68,68,0.000549062,0.000580632,0.00217937
2,500,69,69,0.0033698,0.00401241,7.40603e-05
2,500,70,70,0.000299007,0.000137325,0.000101189
2,500,71,71,0.00176005,0.00507848,0.00203581
2,500,72,72,0.00243775,0.000346557,0.00176407
2,500,73,73,0.00190032,0.00533823,0.00058451
2,500,74,74,0.000444563,0.000713088,0.00218564
2,500,75,75,0.004041,0.00798924,0.00194205
2,500,76,76,0.000265664,0.000121016,0.0003117
2,500,77,77,0.00295129,0.00155641,0.0029187
2,500,78,78,0.00337214,0.000514458,0.00226327
2,500,79,79,0.00296865,0.00360236,0.00803959
2,500,80,80,0.000399738,0.000173703,0.000235056
2,500,81,81,0.00337214,0.000514458,0.00226327
2,500,82,82,0.00326171,0.00308954,0.00529335
2,500,83,83,0.00337214,0.000514458,0.00226406
2,500,84,84,0.00337158,0.000820195,0.00151271
2,500,85,85,0.0033698,0.00394607,7.52236e-05
2,500,86,86,0.00026831,0.00122638,0.00214201
2,500,87,87,0.000262199,0.00123828,0.00209847
2,500,88,88,0.00212741,0.00190572,0.00421573
2,500,89,89,0.000714898,0.0032014,0.0021021
2,500,90,90,0.00128886,0.00402701,0.00481412
2,500,91,91,0.000764411,0.00357594,0.00427903
2,500,92,92,0.00317203,0.00698364,0.00196611
2,500,93,93,0.00337214,0.000514458,0.00226327
2,500,94,94,0.00164862,0.00490694,0.00203327
2,500,95,95,0.00069264,0.00270815,0.00255767
2,500,96,96,0.00113393,0.00404302,0.00205475
2,500,97,97,0.00291066,0.00290047,0.000111531
2,500,98,98,0.00273589,0.000345078,0.00225573
2,500,99,99,0.000757271,0.00329608,0.00208004
2,500,100,100,0.00201801,0.00546142,0.00200529
2,500,101,101,0.000264935,0.000297754,0.000126943
2,500,102,102,0.00177265,0.00385682,0.00499325
2,500,103,103,0.00337096,0.00144256,0.000765235
2,500,104,104,0.000260092,0.00129471,0.000953162
2,500,105,105,0.00297823,0.00429111,0.0094216
2,500,106,106,0.00111869,0.00401568,0.00204645
2,500,107,107,0.0033681,0.00571915,0.000165865
2,500,108,108,0.0013576,0.00258794,0.000105818
2,500,109,109,0.00342322,0.00711028,0.00189601
2,500,110,110,0.000303772,0.00194456,0.0021164
2,500,111,111,0.000400394,0.00339004,0.00128501
2,500,112,112,0.0011878,0.00214689,0.00017187
2,500,113,113,0.000599988,0.00292755,0.00209927
2,500,114,114,0.00337214,0.000514458,0.00226327
2,500,115,115,0.00336866,0.00478056,6.39658e-05
2,500,116,116,0.00337214,0.000514458,0.00226663
2,500,117,117,0.00189592,0.000685414,0.000314442
2,500,118,118,0.0033342,0.000504943,0.00226305
2,500,119,119,0.000874018,0.00479,0.000825621
2,500,120,120,0.00191165,0.00193296,0.000199735
2,500,121,121,0.00108154,0.00394741,0.00204778
2,500,122,122,0.00120644,0.00417347,0.00205516
2,500,123,123,0.0021216,0.00489771,0.00952721
2,500,124,124,0.00122535,0.00420646,0.00207192
2,500,125,125,0.000391819,0.00436118,0.00153927
2,500,126,126,0.000290991,0.00109181,0.00214863
2,500,127,127,0.00066126,0.00047941,0.00218523
2,500,128,128,0.000554459,0.000449248,0.000520443
2,500,129,129,0.000398273,0.000119772,0.000162925
