group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.31755599090619646141,5.2378024558894855645,0,0,0,0,0.61665348630727190304,0.58250461654998175742
dmamma,0.45190131338975947362,6.89307033629299859,0,0,0,0,1.259425458886471727,1.1779354820866798637
mmanh3,0.091547515917680927222,0.16948873275638479119,44,22,0,0,1.1432440750784751415,1.1402625231684111462
