real_name,dmfdma,dmamma,mmanh3
0,0.027261199501272675993,0.009443139214533094114,0.00010554079818429251464
1,0.014196188542759523299,0.0074342639583723085783,0.0023013454868833060213
2,0.029689482977109202255,0.020106198900052791451,0.002859587236233025135
3,0.012145372816757378509,0.056807814388321761778,0.0014259817134613854504
4,0.029331740437311362713,0.0033443603101322629673,0.00055533644101291306135
5,0.011601680897129793696,0.07701028995539152544,0.0023762154997945907943
6,0.044721665515274421077,0.0041272006565716296694,0.0044244017793956518653
7,0.014292068095483435181,0.0081528760386020467793,0.0034452886938757679505
8,0.022891870382050340943,0.0029250294223306483148,0.00011037052245607380783
9,0.032763332351322012326,0.0037123938807344090442,0.00011707882669231450443
10,0.045132051136581932682,0.10378241777429295101,0.00010000000000000000479
11,0.021736429356124138679,0.0028459467208174684533,0.0043327189833224401261
12,0.040707828074287508158,0.010474185336620457643,0.0022251090652720033683
13,0.04996262343620336277,0.025235764249541495913,0.00023520301814617628421
14,0.015615251569276560051,0.032858831894478537916,0.0058930907291026082828
15,0.020242501586157445048,0.11197475118340885492,0.0051196931513356443502
16,0.061885297500064419263,0.033421019594906356542,0.0034589135049431073837
17,0.01156408711101856307,0.047065337647582583536,0.00010000000000000000479
18,0.017042311673419390655,0.0024225182880776418431,0.00010557061303393324857
19,0.013724276758050097183,0.042639418627267951234,0.00010000000000000000479
20,0.020788686343307244409,0.032120746006872209766,0.0037522185338305122197
21,0.069904386200032531118,0.0044028416690116041476,0.00012569078113160977788
22,0.012134344003396625028,0.065881546038232430273,0.0033659501663979079708
23,0.022735465180792269885,0.0029124604517737377393,0.00011025685472719683894
24,0.019398546199975739979,0.0026920724542546952719,0.0031253722914119023805
25,0.048080495065996375903,0.069367780802150863506,0.0045834826768562948046
26,0.033552704778193422064,0.0035382815167317388863,0.0001162726750562801764
27,0.037592969708961539166,0.033911917750647169179,0.00096287140382604326054
28,0.012354229364294703336,0.026032507184926736987,0.00010000000000000000479
29,0.053520843642668028406,0.025948949463067159937,0.0013257762065186668322
30,0.024439918439150856017,0.0031228432017638948007,0.00011180388009593017495
31,0.011661157405207607171,0.12336678116134912331,0.00068978170974114919479
32,0.040756625115686853644,0.0066510570750634087633,0.00011512197019091120883
33,0.021038853027031817478,0.0028406261844597102684,0.00010923668611377607325
34,0.01167404035872706726,0.0016740380775881102873,0.0005096599460311791556
35,0.031682588654647521331,0.0036488327211341643926,0.00011648256308909488328
36,0.011562948505813333902,0.0015856697708870968327,0.00095793617072608425525
37,0.042735360733127045196,0.0038481950287009183791,0.0024563344825491123351
38,0.045742432049511165537,0.0038974167975464098918,0.00012022825718826206246
39,0.025992817331207056231,0.0055033753859662611421,0.0001096076938950828818
40,0.011561508008704705214,0.012824060963152411965,0.0018688644071119875963
41,0.011586461008008233989,0.074619149812602189598,0.001036246750027162121
42,0.011617345530534549727,0.0016275334600421311436,0.00033719254647858476221
43,0.011700532625617390825,0.10080679875111467347,0.0047426563530554698839
44,0.024443235079536457938,0.0031383827043005344502,0.004047108541535538416
45,0.054822489150284620107,0.13775484476200666739,0.00010000000000000000479
46,0.021925290484315178297,0.06405254424521647505,0.00010000000000000000479
47,0.011617965902170098239,0.0016288697367288324739,0.00076715470685504642649
48,0.041249828766406558544,0.064083486933807110031,0.00038219810382111055148
49,0.012966609158252947673,0.0095547411313789600701,0.00081448783182251063492
50,0.011555914175754638737,0.026020692731032909334,0.00010000000000000000479
51,0.038690555838583870485,0.003729088316650853302,0.0013433824236269980169
52,0.055207780588281754608,0.0040557325793326446176,0.00071650352386472954385
53,0.027722703888238515307,0.0061656130483772608741,0.00026862331017731396138
54,0.01207143155484539758,0.0096239363981527551589,0.00010000000000000000479
55,0.042531473624164727043,0.063830479760456027005,0.005820286919172713673
56,0.011634710108728359146,0.065558543976322797286,0.0010549995360886084417
57,0.011591707684214224913,0.027763143020494193691,0.0059894449289769379277
58,0.011667360116822206306,0.03761923047095294681,0.0077256307497283903049
59,0.03474881074595288083,0.067195184913462283061,0.0043882450982465279199
60,0.03420165213038268287,0.069576374949282995819,0.00010000000000000000479
61,0.032502943149350975449,0.01657868043400301597,0.00553114252403989759
62,0.068351813731904242921,0.01690998214037075717,0.00010301911101463854647
63,0.013132498058902998192,0.0018393618038711103801,0.00010104895769860824147
64,0.028099149075700987493,0.0032903052725955848727,0.0031794721518412119403
65,0.031850337960294260176,0.0049119138413792765366,0.0025335036922708854649
66,0.052768422093086887747,0.025029243304499043665,0.00010000000000000000479
67,0.011574259800952366867,0.040059026823645843551,0.0017469414494777099449
68,0.019758225002623620858,0.0026529841021182259259,0.00073789529362654042183
69,0.011616261176040041173,0.047809858607808300435,0.00010000000000000000479
70,0.027658098181690474182,0.017219420569401074073,0.0023525530012082108977
71,0.046504052955818823978,0.0039344174052711325743,0.0027879776741555235831
72,0.013153624901784635726,0.0039608321863463637549,0.0013739783481176023276
73,0.014370757410271434509,0.10492099768502954893,0.0007778851359517518875
74,0.02070452643946849372,0.0027547614876610262459,0.0044047297414906644644
75,0.074738693266555425443,0.0044352265754077609475,0.00012620678830995956375
76,0.026311950225188354691,0.010151057779265578937,0.00059519017138578696278
77,0.060287241207626136863,0.028404893117848214329,0.0018790079773101004985
78,0.011615490038059514757,0.0016250971432292592254,0.00010000000000000000479
79,0.060442129473906133774,0.055733539240180554608,0.00010000000000000000479
80,0.029947184936581591752,0.017919598783059733499,0.00010000000000000000479
81,0.011615490038059514757,0.0016250971432292592254,0.00010000000000000000479
82,0.064307080825713514027,0.046532166754151213506,0.0033014019144780347784
83,0.011562759683821640516,0.0015849344704704315754,0.00044676616297740828678
84,0.0115630590656649445,0.0059319760121171686423,0.0028013732094639008825
85,0.011620162708981206928,0.046462053723366925073,0.00010000000000000000479
86,0.023844661845408988976,0.0029976820824196147471,0.00011103686815500839798
87,0.024179446500231332323,0.0031611164000405365601,0.0030387741540926832204
88,0.050625544953061034359,0.035966651434678448274,0.00010000000000000000479
89,0.034640232382629920771,0.0036140459074746776255,0.0053990505895424442326
90,0.041518251464473562851,0.075264508506942079391,0.0037085063819155095026
91,0.035365357955118817412,0.066660116748122943964,0.0017450170863541831015
92,0.062894555055357292961,0.0042430685340002745679,0.00012408493473988030614
93,0.011616609461488082086,0.0016263349467818763189,0.00010000000000000000479
94,0.04528213757523710109,0.0039017429399432969513,0.0018124367863207404596
95,0.034464439015198598815,0.051346796211651821173,0.0039141662242040981684
96,0.039576039576903900008,0.0038592015298872630116,0.0015650581390395980081
97,0.012286240935862426105,0.032195047637862413137,0.00010000000000000000479
98,0.012694065782711918752,0.0018522056263900203623,0.0019870557966363707435
99,0.035172999248661102056,0.0036146604972005880012,0.0021183683288662239971
100,0.049299381044981140099,0.0040703297235489734746,0.00012172630168166731122
