real_name,dmf_0,dmf_1,dmf_2,dmf_3,dmf_4,dmf_5,dmf_6,dma_0,dma_1,dma_2,dma_3,dma_4,dma_5,dma_6,mma_0,mma_1,mma_2,mma_3,mma_4,mma_5,mma_6
0,0.082090999999999997305,0.060796999999999996878,0.04381399999999999878,0.031574999999999998901,0.02275500000000000092,0.016397999999999999382,0.01181800000000000038,0,0.020209999999999998799,0.034153999999999996862,0.042172000000000001152,0.046129999999999997395,0.047350000000000003197,0.046767999999999997074,0,0.0010836000000000001013,0.0041197999999999998511,0.0083330999999999995353,0.013181999999999999273,0.018297999999999998294,0.023435000000000000969
1,0.082090999999999997305,0.070536000000000001475,0.059777999999999997804,0.0506599999999999967,0.042932999999999998941,0.036385000000000000675,0.030835000000000001297,0,0.01109599999999999996,0.020466000000000001552,0.027487999999999998546,0.032595999999999999974,0.036151999999999996638,0.03845699999999999813,0,0.00045477000000000001147,0.0018132000000000000547,0.0038321000000000001763,0.0063118999999999996289,0.0090921999999999999348,0.012045000000000000151
2,0.082090999999999997305,0.05915900000000000325,0.041383000000000003116,0.028948000000000001508,0.020248999999999999638,0.014165000000000000507,0.0099083000000000000934,0,0.02041799999999999865,0.031644999999999999518,0.035731999999999999873,0.035642000000000000071,0.033270000000000000961,0.0298010000000000011,0,0.0024859999999999999286,0.0088483999999999993213,0.016758999999999999592,0.024833000000000000906,0.032307000000000002382,0.038808000000000002216
3,0.082090999999999997305,0.072214000000000000412,0.062790999999999999592,0.054595999999999998697,0.047472000000000000308,0.04127700000000000119,0.035889999999999998292,0,0.0072636999999999996708,0.010382000000000000603,0.011062999999999999917,0.010637999999999999887,0.0097599000000000001726,0.0087414999999999992708,0,0.0025980000000000000489,0.0088080999999999992633,0.01610800000000000079,0.023318999999999999451,0.029934999999999999803,0.035775000000000001243
4,0.082090999999999997305,0.05940200000000000341,0.041738999999999998325,0.029327999999999999903,0.020607000000000000317,0.014479999999999999816,0.010174000000000000751,0,0.022368999999999999995,0.039112000000000000932,0.050199000000000000565,0.057331000000000000016,0.061703000000000000902,0.06415400000000000269,0,0.00031856000000000001286,0.0012339000000000000141,0.002546000000000000086,0.0041127999999999997893,0.0058354000000000001355,0.0076448000000000002063
5,0.082090999999999997305,0.072674000000000002486,0.063629000000000005,0.055710000000000002573,0.048777000000000000912,0.042706000000000000905,0.037391000000000000625,0,0.0062678999999999998605,0.0082734999999999996045,0.0083368000000000001132,0.0077279999999999996266,0.0069344000000000002859,0.006137300000000000047,0,0.003118899999999999971,0.0099751000000000006329,0.017438999999999999641,0.024382999999999998425,0.030460999999999998494,0.035627999999999999947
6,0.082090999999999997305,0.050006000000000001837,0.029120000000000000051,0.016956999999999999851,0.0098744999999999995971,0.0057501000000000001763,0.0033484000000000000742,0,0.031498999999999999222,0.050818000000000002059,0.060880999999999997618,0.065599000000000004529,0.067244999999999999218,0.067143999999999995354,0,0.00057534000000000003108,0.0020760000000000001542,0.0040147000000000003864,0.0061113000000000000655,0.0082092999999999992367,0.010224000000000000449
7,0.082090999999999997305,0.070458000000000006735,0.05963999999999999857,0.050483000000000000096,0.042731999999999999151,0.036171000000000001762,0.030616999999999998383,0,0.011124000000000000207,0.020413000000000000589,0.027272999999999998633,0.032167000000000001148,0.035481999999999999651,0.037534999999999998921,0,0.00050124999999999995948,0.0019823000000000002077,0.0041549000000000004332,0.0067860999999999997712,0.0096918999999999998207,0.012729000000000000731
8,0.082090999999999997305,0.063880999999999993344,0.048590000000000001246,0.036959999999999999798,0.028112999999999999101,0.02138400000000000023,0.016265000000000001679,0,0.017986999999999999517,0.032614999999999998159,0.043259999999999999842,0.050886000000000000676,0.056230000000000002203,0.059846999999999997422,0,0.00022243999999999999125,0.00088433000000000001189,0.0018688000000000001052,0.0030856999999999998145,0.0044669999999999996168,0.0059608999999999998792
9,0.082090999999999997305,0.057154999999999997473,0.038504999999999997562,0.025940000000000001251,0.01747599999999999848,0.011773000000000000478,0.0079316000000000004555,0,0.024532999999999999252,0.042042000000000002979,0.05299500000000000044,0.05955900000000000083,0.063191999999999998172,0.06487800000000000511,0,0.00040269999999999997638,0.0015421000000000000246,0.0031505000000000000886,0.0050458999999999998645,0.0071066000000000002432,0.0092516000000000004483
10,0.082090999999999997305,0.049785000000000002862,0.028851000000000001644,0.016719999999999998752,0.009689200000000000243,0.0056150000000000001993,0.003253999999999999948,0,0.01820300000000000043,0.016323000000000000703,0.011083000000000000837,0.0068795000000000001983,0.0041151000000000000079,0.0024209000000000001351,0,0.014097000000000000156,0.036879000000000002057,0.054196000000000001118,0.06535799999999999943,0.072112999999999996548,0.076079999999999994853
11,0.082090999999999997305,0.064726000000000005752,0.049943000000000001282,0.038537000000000001809,0.029735999999999998544,0.022943999999999999118,0.017704000000000000986,0,0.017159000000000000641,0.031324999999999998679,0.041806999999999996942,0.049459000000000002961,0.054936999999999999722,0.058749000000000002608,0,0.00020259999999999999147,0.00079482000000000001001,0.0016559000000000000802,0.002693099999999999921,0.0038368999999999998593,0.0050352000000000000923
