group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.3687259133275237466,6.5594289229795643692,0,0,0,0,0.61665348630727190304,0.57408772894999871017
dmamma,0.68579043799154482119,8.5334550977991483478,0,0,0,0,1.259425458886471727,1.1599074875009733887
mmanh3,0.10476205206225618072,0.21032798547421957536,42,21,0,0,1.1432440750784751415,1.1396455967329346404
