group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.30854508062479241159,5.0467820346923408792,0,0,0,0,0.61665348630727190304,0.58373125487303234582
dmamma,0.42144985670321111204,6.6517994050180853094,0,0,0,0,1.259425458886471727,1.1806267534662984175
mmanh3,0.089381670141811225827,0.1635720654460997292,44,22,0,0,1.1432440750784751415,1.1403547789847805483
