group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.27945541878272900371,4.4649044230993171212,0,0,0,0,0.61665348630727190304,0.58747875630325552265
dmamma,0.33501705232604334084,5.9128856725575715814,0,0,0,0,1.259425458886471727,1.1889402238633366427
mmanh3,0.082303499893022949441,0.14546074894129348842,44,22,0,0,1.1432440750784751415,1.1406423151380196135
