iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,base
10,2060,0.00624617,0.00341274,0.000430933,0.0195971,0.000831656,0.0033111,0.000865651,0.00710419,0.00409998,0.00820041,0.00726204,0.00322942,0.00314948,0.0045812,0.0152239,0.00310445,0.00219775,0.00510693,0.00363407,0.00687324,0.00820166,0.00708841,0.00333361,0.00537178,0.00224183,0.0114983,0.0074525,0.00313427,0.00308263,0.0106467,0.0049524,0.00451471,0.00515636,0.00565231,0.00330954,0.00917291,0.00379197,0.00304451,0.00572582,0.00446973,0.0058291,0.00696707,0.00755255,0.00206391,0.00526488,0.00816469,0.00582704,0.00865566,0.00334531,0.0195971,0.00575427,0.00577797,0.0105461,0.00399589,0.00586774,0.00608326,0.00937451,0.00192188,0.00476543,0.00836266,0.00786748,0.00605731,0.00662986,0.00739117,0.00921094,0.000767621,0.00597008,0.00474329,0.00390372,0.00340563,0.00558499,0.00671052,0.00305231,0.00713013,0.00053095,0.00774365,0.00432607,0.00772569,0.00307144,0.0121487,0.000669661,0.0072246,0.00582643,0.0143119,0.000789338,0.00582643,0.0114196,0.0058274,0.00537023,0.00701188,0.00323852,0.00321617,0.00800804,0.00524444,0.010013,0.0084753,0.0104665,0.00582643,0.007491,0.00584577,0.00628445,0.00562511,0.00507882,0.00532715,0.00827739,0.000674237,0.0104569,0.00522207,0.00243235,0.0164731,0.00622628,0.00901193,0.00392112,0.0110258,0.00381918,0.00502031,0.00339184,0.00490166,0.00582643,0.00791394,0.00583121,0.00285739,0.0057871,0.00644469,0.00384804,0.0059983,0.00646631,0.0163944,0.00654099,0.0062611,0.00310756,0.00308961,0.00147353,0.000669761,0.00582946,0.00384903,0.00598766,0.00615084,0.000635973,0.00562362,0.00492146,0.00143172,0.00582643,0.00473638,0.00578235,0.00614851,0.0032508,0.0048656,0.0052258,0.00371185,0.0185493,0.0067857,0.00995492,0.00698189,0.00582643,0.0113568,0.0079038,0.00161312,0.00582643,0.00954327,0.00949793,0.00923205,0.0067593,0.00773585,0.0104832,0.00371385,0.00901298,0.00295295,0.00583496,0.00555687,0.0136586,0.0117719,0.00355547,0.00578352,0.00554723,0.00639582,0.00673918,0.007246,0.00307991,0.0144094,0.00843971,0.00953231,0.00688405,0.00506266,0.00350674,0.00380762,0.00684517,0.00381431,0.0105966,0.00950339,0.00528101,0.00530963,0.00695293,0.0112958,0.00458938,0.00509914,0.0168844,0.00342463,0.0120338,0.00862038,0.00361655,0.0121586,0.00416922,0.000430933
11,2300,0.00618745,0.00339757,0.000430608,0.0195779,0.000824482,0.00328514,0.000862017,0.00706237,0.00401692,0.00815625,0.00711354,0.0032038,0.00309517,0.0044823,0.0152019,0.00305619,0.00218508,0.00508049,0.00361176,0.0068704,0.00816799,0.00703852,0.00330371,0.00534119,0.00223252,0.0112949,0.00741129,0.00308598,0.00304847,0.0106233,0.00484718,0.0044907,0.00511016,0.00562523,0.00325005,0.00913899,0.00373782,0.00300091,0.00567681,0.00437252,0.00577864,0.0068187,0.00739436,0.00203056,0.00520918,0.00812106,0.00577647,0.00861404,0.00328246,0.0195779,0.00574544,0.00572859,0.0105179,0.00395914,0.00581218,0.00594523,0.00919862,0.00188995,0.00471731,0.00834232,0.00782212,0.00599991,0.0065735,0.00737508,0.00918958,0.000766194,0.00595714,0.00470557,0.00382022,0.00334283,0.00555697,0.00665758,0.0030164,0.00708049,0.000529952,0.00758653,0.00429113,0.0077109,0.00303079,0.0119405,0.000664401,0.00719221,0.00577562,0.0142697,0.000786349,0.00577562,0.0113825,0.00577685,0.00531756,0.00696221,0.00318107,0.00316064,0.00796885,0.00514006,0.009993,0.00845478,0.0102709,0.00577562,0.00732503,0.00582682,0.00614374,0.00557879,0.00503795,0.00520997,0.00810034,0.000671865,0.0104379,0.00516729,0.00242021,0.0164369,0.00609449,0.00897537,0.00390066,0.0108179,0.00374207,0.00501135,0.00337389,0.00479277,0.00577562,0.00786848,0.00578087,0.00285111,0.00573746,0.00643768,0.00381644,0.00587007,0.00632387,0.016369,0.00641015,0.00625584,0.00305354,0.00305479,0.00146566,0.000668055,0.00577902,0.0038187,0.00593156,0.00601972,0.000633806,0.0055058,0.00489343,0.00142461,0.00577562,0.0046987,0.00573245,0.00609286,0.00319687,0.00476176,0.00517361,0.00364089,0.0185114,0.00675495,0.00993747,0.00683208,0.00577562,0.0111546,0.00785708,0.00160756,0.00577562,0.00935582,0.00946286,0.00904766,0.00661056,0.00769769,0.0104712,0.00368328,0.00898978,0.0029419,0.00581842,0.00550605,0.0134406,0.0117503,0.00348547,0.00573357,0.00552697,0.00626155,0.00673132,0.00720903,0.00303684,0.0143851,0.00841854,0.00934709,0.00683148,0.0050532,0.00344171,0.00372999,0.00681526,0.00373688,0.0105822,0.00931513,0.00522894,0.00525742,0.00681337,0.0110917,0.0045544,0.00498366,0.0168479,0.00339445,0.0119966,0.00858102,0.00360371,0.0119468,0.00408575,0.000430608
12,2540,0.00613063,0.00338398,0.000430324,0.0195587,0.000817495,0.00325864,0.000858394,0.00702148,0.0039286,0.00811327,0.00696839,0.00317942,0.00304158,0.00438542,0.0151795,0.00301347,0.00217072,0.00505458,0.00358961,0.00686768,0.00813465,0.00698965,0.00327054,0.00531129,0.00222325,0.0110965,0.00737094,0.00303287,0.00301052,0.0106001,0.0047439,0.00446641,0.00506427,0.00559852,0.00318567,0.00910554,0.00368451,0.0029578,0.00562792,0.0042771,0.00572929,0.00667331,0.00725016,0.00199767,0.00515487,0.00807914,0.005727,0.00857347,0.00322623,0.0195587,0.00573645,0.00567881,0.0104898,0.0039225,0.00575716,0.0058284,0.00901512,0.00186229,0.00467055,0.00832224,0.00777788,0.00594379,0.00651838,0.00735875,0.00916823,0.000764729,0.00594436,0.00466852,0.00374507,0.00328126,0.00552954,0.00660515,0.00297652,0.00703123,0.000528955,0.00743286,0.00425587,0.00769659,0.00299059,0.0117376,0.000660526,0.00716021,0.00572627,0.0142278,0.00078334,0.00572627,0.0113462,0.00572741,0.0052676,0.0069137,0.00312448,0.00310595,0.00793028,0.00502945,0.00997288,0.00843453,0.0100922,0.00572627,0.0071833,0.00580801,0.00601546,0.00553352,0.00499807,0.0051035,0.00793806,0.00066951,0.0104144,0.00511291,0.00240825,0.016401,0.00596534,0.00893992,0.00388081,0.0106389,0.00366617,0.00500225,0.00335625,0.00469385,0.00572627,0.00782361,0.00573163,0.00284478,0.00568903,0.00643082,0.0037889,0.00574466,0.00619368,0.0163436,0.0062726,0.00625069,0.00300569,0.0030162,0.00145771,0.000666277,0.00572969,0.00378624,0.00587693,0.00589125,0.00063163,0.00539052,0.00486578,0.00141781,0.00572627,0.00466195,0.00568375,0.00603861,0.00314373,0.00465983,0.00512272,0.00357131,0.0184735,0.00672498,0.00991978,0.00669516,0.00572627,0.0109697,0.00781162,0.00160213,0.00572627,0.00918434,0.00942786,0.00887884,0.00647498,0.00765907,0.0104589,0.00365578,0.00896306,0.00293078,0.00580207,0.00545644,0.0132283,0.0117289,0.00341663,0.00568478,0.00550713,0.00613024,0.00672361,0.00717219,0.00299429,0.0143607,0.00839717,0.00917735,0.00678,0.00504382,0.00337146,0.00365374,0.00678568,0.00366067,0.0105679,0.009143,0.00517765,0.00520537,0.00666681,0.0108928,0.00451989,0.00487871,0.0168116,0.00336469,0.0119591,0.00854328,0.00359129,0.0117403,0.00399654,0.000430324
13,2600,0.00612505,0.00337919,0.00043003,0.0195587,0.00081058,0.00325864,0.000858394,0.00702148,0.0039286,0.00811327,0.00696839,0.00317942,0.00304158,0.00438542,0.0151795,0.00301347,0.00217072,0.00505458,0.00358961,0.00686768,0.00813465,0.00698965,0.00327054,0.00531129,0.00222325,0.0110965,0.00737094,0.00303287,0.00301052,0.0105815,0.0047439,0.00446641,0.00506427,0.00559852,0.00318567,0.00910554,0.00368451,0.0029578,0.00562792,0.0042771,0.00572929,0.00667331,0.00725016,0.00199767,0.00515487,0.00807914,0.00567799,0.00857347,0.00322623,0.0195587,0.00573645,0.00567881,0.0104617,0.0039225,0.00575716,0.0058284,0.00901512,0.00186229,0.004625,0.00832224,0.00777788,0.00594379,0.00651838,0.00735875,0.00916823,0.000764729,0.00594436,0.00466852,0.00374507,0.00328126,0.00552954,0.00660515,0.00297652,0.00703123,0.000528955,0.00743286,0.00425587,0.00769659,0.00299059,0.0115398,0.000660526,0.00716021,0.00572627,0.0142278,0.00078334,0.00572627,0.0113462,0.00572741,0.0052676,0.0069137,0.00312448,0.00310595,0.00793028,0.00502945,0.00997288,0.00843453,0.0100922,0.00572627,0.0071833,0.00580801,0.00601546,0.00553352,0.00495838,0.0051035,0.00793806,0.00066951,0.0104144,0.00511291,0.00240825,0.016401,0.00596534,0.00893992,0.00386116,0.0106389,0.00366617,0.00500225,0.00335625,0.00469385,0.00572627,0.00782361,0.00573163,0.00284478,0.00568903,0.00643082,0.0037889,0.00574466,0.00619368,0.0163436,0.00614708,0.00625069,0.00300569,0.0030162,0.00145771,0.000666277,0.00572969,0.00378624,0.00587693,0.00589125,0.00063163,0.00539052,0.00486578,0.00141781,0.00572627,0.00466195,0.00568375,0.00603861,0.00309135,0.00465983,0.00512272,0.00357131,0.0184355,0.00669532,0.00991978,0.00656129,0.00572627,0.0109697,0.00781162,0.00160213,0.00572627,0.00918434,0.00942786,0.00887884,0.00647498,0.00765907,0.0104589,0.00365578,0.00893669,0.00293078,0.00580207,0.00545644,0.0130213,0.0117289,0.00341663,0.00568478,0.00550713,0.00613024,0.00672361,0.00717219,0.00299429,0.0143431,0.00839717,0.00917735,0.00678,0.00504382,0.00337146,0.00365374,0.00675609,0.00366067,0.0105679,0.009143,0.00517765,0.00520537,0.00666681,0.0108928,0.00451989,0.00487871,0.0168116,0.00336469,0.0119591,0.0085064,0.0035788,0.0117403,0.00399654,0.00043003
14,2840,0.00607015,0.00336667,0.000429773,0.0195396,0.00080371,0.00323305,0.000854859,0.00698172,0.00384875,0.00807137,0.00683598,0.0031547,0.00299423,0.0042979,0.0151577,0.0029712,0.00215843,0.00502867,0.00356795,0.00686498,0.0081015,0.00694139,0.00324111,0.00528205,0.0022142,0.0109154,0.00733159,0.00298581,0.00297705,0.0105582,0.0046426,0.00444268,0.00502016,0.00557185,0.00313375,0.00907301,0.00363733,0.00291519,0.00558031,0.00418363,0.00568022,0.00654095,0.00709883,0.00196927,0.00510187,0.00803762,0.0056293,0.00853429,0.00317099,0.0195396,0.00572741,0.00563089,0.0104332,0.00388774,0.00570335,0.00570471,0.00884727,0.00183502,0.00458052,0.00830215,0.00773473,0.0058882,0.00646357,0.00734255,0.00914682,0.000763214,0.00593168,0.00463191,0.00367111,0.0032206,0.00550207,0.00655395,0.0029414,0.00698397,0.00052795,0.00729258,0.00422325,0.00768264,0.00295096,0.0113589,0.00065665,0.00712848,0.00567707,0.0141858,0.000780483,0.00567707,0.0113098,0.00567842,0.00521749,0.00686627,0.00307445,0.0030521,0.00789203,0.00492913,0.0099527,0.00841416,0.00991774,0.00567707,0.00703459,0.00578932,0.00588977,0.00548951,0.00491951,0.00499063,0.00779037,0.000667201,0.0103909,0.00506082,0.00239635,0.016365,0.00583874,0.00890547,0.00384159,0.0104523,0.0035918,0.00499335,0.00333893,0.00459654,0.00567707,0.00778046,0.00568268,0.00283868,0.00564086,0.00642397,0.00376171,0.00562187,0.00606659,0.0163182,0.00603295,0.0062474,0.00295312,0.0029821,0.00144988,0.000664484,0.00568064,0.00375668,0.00582358,0.00576575,0.000629508,0.00528561,0.00483818,0.00141089,0.00567707,0.00462542,0.00563536,0.00598473,0.00303978,0.00455977,0.00507313,0.0035028,0.0183977,0.00666626,0.00990253,0.00643016,0.00567707,0.010777,0.00776721,0.00159668,0.00567707,0.00901666,0.00939326,0.00871367,0.00634235,0.00762124,0.0104469,0.00362576,0.00891013,0.00291971,0.00578618,0.00540713,0.0128322,0.0117076,0.00335509,0.00563712,0.00548749,0.00600159,0.00671606,0.00713594,0.00294755,0.0143189,0.00837596,0.00901139,0.00672971,0.00503453,0.00330858,0.00357895,0.00672669,0.00358582,0.0105581,0.0089743,0.00512724,0.00515464,0.00653322,0.0106985,0.00448647,0.00477565,0.0167753,0.00333483,0.0119222,0.00847007,0.00356628,0.0115388,0.00391614,0.000429773
15,3080,0.00601696,0.00335521,0.000429491,0.0195203,0.00079693,0.00320866,0.000851389,0.00694276,0.00377037,0.00802997,0.00670611,0.00313004,0.00294734,0.00420474,0.0151356,0.00292952,0.0021463,0.00500331,0.00354692,0.00686219,0.00806866,0.00689416,0.00321181,0.00525309,0.0022051,0.0107384,0.00729268,0.00293422,0.00294385,0.0105353,0.00454359,0.0044189,0.00497652,0.00554576,0.00307699,0.00904145,0.00358591,0.00287785,0.0055331,0.00409931,0.00563246,0.00641124,0.00696084,0.00193726,0.00505018,0.00799785,0.00558157,0.0084958,0.00311649,0.0195203,0.00571866,0.00558325,0.0104052,0.00385232,0.0056502,0.00558384,0.00868327,0.00180441,0.0045357,0.00828217,0.00769198,0.00583477,0.00641121,0.00732648,0.00912537,0.000761832,0.00591908,0.0045962,0.00359836,0.0031666,0.00547495,0.00650388,0.00290233,0.00693701,0.000526968,0.00715522,0.00418896,0.00766888,0.00291604,0.0111825,0.0006528,0.00709711,0.00562898,0.0141442,0.0007776,0.00562898,0.0112736,0.0056304,0.00516787,0.00681997,0.00301938,0.00300433,0.00785383,0.00483056,0.00993287,0.00839785,0.0097472,0.00562898,0.00689895,0.00577055,0.00577554,0.00544634,0.00488041,0.0048884,0.0076352,0.000664917,0.0103676,0.00500909,0.0023845,0.0163294,0.00571491,0.0088721,0.00382245,0.0102815,0.00352516,0.00498453,0.00332185,0.00450896,0.00562898,0.00773773,0.00563491,0.00283256,0.00559383,0.00641731,0.00373487,0.00551044,0.00595081,0.016293,0.00591207,0.00624219,0.00290658,0.00294824,0.00144202,0.000662867,0.0056329,0.0037277,0.00577152,0.00565174,0.000627447,0.00518286,0.00481127,0.00140417,0.00562898,0.00458975,0.00558875,0.00593301,0.00299407,0.0044618,0.00502322,0.00344162,0.0183599,0.00663757,0.00988517,0.00630171,0.00562898,0.0106012,0.00772401,0.00159132,0.00562898,0.00885298,0.00936312,0.00855249,0.00621235,0.00758371,0.0104348,0.0035987,0.00888372,0.00290889,0.00577034,0.00535906,0.0126479,0.011686,0.0032945,0.00558977,0.00546834,0.00587547,0.00670856,0.00710013,0.00290607,0.0142945,0.00835467,0.00884929,0.00668072,0.00502702,0.00324677,0.00351192,0.00670069,0.00351893,0.0105436,0.0088098,0.00507812,0.00510432,0.00641186,0.010521,0.00445116,0.00467476,0.0167392,0.00330536,0.0118855,0.00843412,0.00355394,0.0113546,0.00383719,0.000429491
16,3320,0.00596537,0.00334478,0.000429214,0.0195008,0.000790166,0.00318395,0.000847863,0.00690427,0.00370016,0.00799025,0.00658815,0.0031061,0.00289596,0.00412055,0.0151134,0.00288829,0.00213431,0.00497822,0.00352597,0.00685951,0.00803609,0.00684876,0.00318279,0.00522488,0.00219628,0.0105655,0.00725527,0.0028884,0.00291096,0.0105121,0.00445388,0.00439537,0.00493391,0.00551997,0.003021,0.00901089,0.00354038,0.0028362,0.005487,0.00401655,0.00558494,0.00629307,0.00682577,0.00190965,0.00499911,0.00795829,0.00553436,0.00845839,0.00306808,0.0195008,0.00570967,0.00553554,0.0103773,0.0038188,0.00559883,0.00547389,0.00853352,0.00177788,0.00449281,0.00826206,0.00765088,0.00578164,0.0063591,0.00731037,0.00910419,0.000760373,0.0059068,0.00456067,0.00353322,0.0031079,0.00544843,0.00645506,0.00286789,0.00689117,0.000525997,0.00702057,0.00415541,0.00765575,0.00287721,0.0110217,0.000649011,0.00706624,0.00558149,0.0141024,0.000774745,0.00558149,0.0112375,0.00558279,0.00512018,0.00677408,0.00297073,0.00295197,0.00781609,0.00473397,0.00991279,0.00837759,0.00958062,0.00558149,0.00676599,0.00575205,0.00566369,0.00540424,0.00484353,0.00479589,0.00749377,0.000662687,0.0103441,0.00495793,0.00237288,0.0162937,0.00560262,0.00883952,0.00380337,0.0101258,0.00345311,0.00497565,0.003305,0.00441525,0.00558149,0.00769614,0.00558763,0.00282644,0.00554775,0.00641061,0.00370842,0.00540105,0.00582854,0.0162675,0.00580223,0.00623695,0.00286063,0.00291877,0.00143453,0.000661168,0.0055854,0.00369871,0.00571982,0.00553986,0.000625377,0.00508191,0.00478436,0.00139754,0.00558149,0.00455429,0.00554162,0.00588172,0.00294896,0.00437358,0.00497527,0.00337539,0.0183222,0.00660949,0.00986814,0.00618514,0.00558149,0.0104405,0.00768195,0.00158608,0.00558149,0.00870357,0.00932872,0.00839474,0.00608503,0.00754635,0.0104224,0.00357183,0.0088575,0.00289797,0.00575565,0.00531132,0.0124676,0.0116646,0.00323478,0.00554255,0.00544949,0.00576131,0.00670118,0.00706423,0.00286513,0.0142701,0.00833353,0.0087014,0.00663288,0.00501769,0.00318594,0.00343948,0.00667163,0.00344664,0.0105291,0.00864859,0.0050295,0.00505536,0.00628386,0.0103473,0.00441811,0.00457581,0.016703,0.00327603,0.0118483,0.00839971,0.00354167,0.0111748,0.0037595,0.000429214
17,3380,0.00596047,0.00334276,0.000428954,0.0195008,0.000790166,0.00318395,0.000847863,0.00690427,0.00370016,0.00799025,0.00658815,0.0031061,0.00289596,0.00412055,0.0151134,0.00288829,0.00213431,0.00497822,0.00352597,0.00685951,0.00803609,0.00684876,0.00315395,0.00522488,0.00219628,0.0105655,0.00725527,0.0028884,0.00291096,0.0105121,0.00445388,0.00439537,0.00493391,0.00551997,0.00297141,0.00901089,0.00354038,0.0028362,0.005487,0.00401655,0.00558494,0.00629307,0.00682577,0.00190965,0.00499911,0.00795829,0.00553436,0.00845839,0.00306808,0.0195008,0.00570967,0.00553554,0.010349,0.0038188,0.00559883,0.00547389,0.00853352,0.00177788,0.00449281,0.00826206,0.00765088,0.00578164,0.0063591,0.00731037,0.00910419,0.000760373,0.00589457,0.00456067,0.00353322,0.0031079,0.00544843,0.00645506,0.00286789,0.00689117,0.000525997,0.00702057,0.00415541,0.00765575,0.00287721,0.0110217,0.000649011,0.00706624,0.00558149,0.0141024,0.000774745,0.00558149,0.0112375,0.00558279,0.00512018,0.00677408,0.00297073,0.00295197,0.00781609,0.00473397,0.00991279,0.00837759,0.00958062,0.00553561,0.00676599,0.00575205,0.00555403,0.00540424,0.00484353,0.00479589,0.00736541,0.000662687,0.0103441,0.00495793,0.00237288,0.0162937,0.00560262,0.00883952,0.00380337,0.0101258,0.00345311,0.00497565,0.003305,0.00441525,0.00558149,0.00769614,0.00558763,0.00282644,0.00554775,0.00641061,0.00370842,0.00529401,0.00582854,0.0162675,0.00580223,0.00623695,0.00286063,0.00291877,0.0014269,0.00065955,0.0055854,0.00369871,0.00566937,0.00553986,0.000625377,0.00508191,0.00478436,0.00139754,0.00558149,0.00455429,0.00554162,0.00588172,0.00294896,0.00437358,0.00492812,0.00337539,0.0182848,0.00660949,0.00986814,0.00618514,0.00558149,0.0102726,0.00768195,0.00158608,0.00558149,0.00870357,0.00932872,0.00839474,0.00608503,0.00754635,0.0104224,0.00354222,0.0088575,0.00289797,0.00575565,0.00531132,0.0124676,0.0116646,0.00323478,0.00554255,0.00544949,0.00576131,0.00670118,0.00706423,0.00286513,0.0142458,0.00831254,0.0087014,0.00658535,0.00501769,0.00318594,0.00343948,0.00667163,0.00344664,0.0105291,0.00864859,0.0050295,0.00505536,0.00628386,0.0103473,0.00441811,0.00457581,0.016703,0.00327603,0.0118483,0.00836606,0.00354167,0.0111748,0.0037595,0.000428954
18,3620,0.00591054,0.00333331,0.000428701,0.0194815,0.000783583,0.00315993,0.000844471,0.00686753,0.00362436,0.00795151,0.00646334,0.00308235,0.00285556,0.00403803,0.0150916,0.00284758,0.00212239,0.00495334,0.00350565,0.00685678,0.00800402,0.00680307,0.00312525,0.00519725,0.00218742,0.0104081,0.00721845,0.00284328,0.00287829,0.0104894,0.00435844,0.00437233,0.00489235,0.00549437,0.00291709,0.00898105,0.00349537,0.00279963,0.00544125,0.00393508,0.00553777,0.00616842,0.00670309,0.00188234,0.00494908,0.00791987,0.00548821,0.00842147,0.00301505,0.0194815,0.00570081,0.00549019,0.0103212,0.00378462,0.00554822,0.00536629,0.00838741,0.00175548,0.00445013,0.00824224,0.00761059,0.0057299,0.00630835,0.00729441,0.00908305,0.000758962,0.00588234,0.00452535,0.00346915,0.00305569,0.0054221,0.00640669,0.00283379,0.00684645,0.000525069,0.00688888,0.00412413,0.00764276,0.00284302,0.0108645,0.000645266,0.00703554,0.00553561,0.0140612,0.000771859,0.00553561,0.0112015,0.00553552,0.0050736,0.00672929,0.00291718,0.00290552,0.00777862,0.00464637,0.00989278,0.0083573,0.00942859,0.00548778,0.00664516,0.00573355,0.00544618,0.00536262,0.00480543,0.0046974,0.00722958,0.00066051,0.010321,0.00490807,0.00236124,0.0162579,0.00549238,0.00880782,0.00378478,0.00996217,0.00338861,0.00496684,0.00328842,0.00433067,0.00553561,0.00765556,0.00554059,0.0028203,0.00550228,0.00640542,0.00368226,0.00518863,0.00571757,0.0162422,0.00569447,0.00623188,0.00281538,0.00288548,0.00141942,0.000657782,0.00553826,0.0036699,0.00562009,0.00543013,0.000623381,0.00498286,0.00475777,0.00139092,0.00553561,0.00451897,0.0054959,0.0058316,0.00289926,0.00427909,0.0048819,0.00331605,0.0182471,0.00658223,0.00985008,0.00607095,0.00553561,0.0101193,0.00764025,0.00158081,0.00553561,0.0085576,0.0092947,0.0082507,0.00596942,0.00750957,0.0104152,0.00351577,0.00883159,0.0028873,0.00574055,0.00526479,0.0123039,0.0116433,0.00317604,0.00549681,0.00543098,0.00564908,0.00669403,0.00702901,0.00282928,0.0142215,0.00829147,0.0085566,0.00653899,0.00500825,0.00312597,0.0033748,0.00664267,0.00338201,0.0105146,0.00850187,0.00498151,0.00500757,0.00616747,0.0101891,0.00438569,0.00448658,0.0166671,0.00324694,0.0118119,0.00833298,0.00352957,0.0109992,0.00368998,0.000428701
19,3860,0.0058619,0.00332449,0.000428447,0.0194621,0.000778613,0.00313602,0.000841132,0.00683067,0.00355653,0.0079133,0.00635016,0.00305921,0.00281049,0.00396402,0.0150695,0.0028118,0.00211111,0.00492872,0.00348541,0.0068541,0.00797205,0.00675924,0.00310026,0.00516989,0.00217872,0.0102541,0.00718234,0.00279868,0.002846,0.0104663,0.00427214,0.00434916,0.00485113,0.00546905,0.00286891,0.00895219,0.00345109,0.00275898,0.00539655,0.00386236,0.00549173,0.00605521,0.00657342,0.00185149,0.00490048,0.0078828,0.00544312,0.00838542,0.00296816,0.0194621,0.00569204,0.0054445,0.0102932,0.00375223,0.00549871,0.00526875,0.00824386,0.00172962,0.00440793,0.00822224,0.00757092,0.00567842,0.00625857,0.00727834,0.00906171,0.000757615,0.00587028,0.00449067,0.00339993,0.00300433,0.00539586,0.00635942,0.00280004,0.00680279,0.000524101,0.00676925,0.00409152,0.00762997,0.00280919,0.0107108,0.000641533,0.00700525,0.00548778,0.0140199,0.000769172,0.00548778,0.011166,0.00548939,0.00502675,0.00668564,0.00286989,0.00285973,0.00774165,0.00455322,0.00987276,0.00833714,0.00928018,0.0054426,0.00652679,0.00571503,0.00534059,0.00532189,0.00476767,0.00460821,0.00710621,0.000658342,0.0102977,0.00485945,0.00234987,0.0162225,0.00538422,0.00877721,0.0037666,0.00981305,0.00332527,0.00495803,0.00327201,0.00424754,0.00548778,0.00761592,0.00549466,0.00281436,0.00545711,0.00639897,0.00365657,0.00509373,0.00560857,0.0162172,0.00558879,0.00622674,0.00277064,0.00285254,0.00141203,0.000656182,0.00549223,0.00364119,0.00557117,0.00532259,0.000621385,0.00488569,0.00473156,0.00138456,0.00548778,0.00448431,0.00545116,0.00578186,0.00285542,0.00420127,0.00483606,0.00325775,0.0182094,0.00655555,0.00983285,0.00595892,0.00548778,0.00998014,0.00760011,0.00157577,0.00548778,0.00841467,0.00926085,0.0081096,0.00585613,0.00747287,0.010403,0.00348927,0.00880551,0.00287662,0.00572555,0.00521859,0.0121439,0.0116219,0.00311817,0.00545205,0.00541278,0.00553909,0.00668685,0.00699417,0.00278923,0.0141973,0.0082703,0.00841496,0.00649297,0.00499923,0.0030672,0.00331092,0.00661412,0.00331825,0.0105001,0.00835827,0.00493536,0.00496097,0.00605334,0.0100231,0.00435387,0.00439859,0.0166312,0.00322117,0.0117756,0.0083002,0.00351736,0.0108393,0.00361491,0.000428447
20,4100,0.00581473,0.00331621,0.000428206,0.019443,0.00077207,0.00311204,0.000837842,0.00679496,0.00348979,0.00787588,0.00623883,0.00303631,0.00276614,0.00388424,0.0150474,0.00277202,0.00209986,0.00490444,0.00346563,0.00685143,0.00794028,0.00671637,0.00307191,0.00514313,0.00217013,0.0101036,0.00714715,0.0027596,0.00281791,0.0104435,0.00419462,0.00432639,0.00481089,0.00544398,0.0028214,0.00892417,0.00340781,0.00272325,0.00535277,0.00378376,0.00544676,0.00594395,0.00645565,0.00182493,0.00485228,0.00784637,0.00539832,0.00835089,0.00292177,0.019443,0.00568316,0.00540045,0.0102651,0.00371982,0.00545037,0.00516496,0.00811373,0.00170415,0.00436772,0.00820256,0.00753234,0.00562829,0.00620932,0.0072623,0.00904049,0.00075627,0.0058583,0.00445614,0.00333794,0.00295374,0.00537024,0.00631329,0.00277065,0.00675958,0.000523186,0.00664262,0.00405975,0.00761765,0.00277154,0.0105607,0.000637871,0.00697512,0.0054426,0.0139788,0.000766426,0.0054426,0.0111306,0.00544433,0.00498111,0.0066431,0.00282318,0.00281451,0.00770474,0.00446892,0.00985298,0.0083171,0.00914539,0.00539781,0.00640171,0.00569682,0.00524511,0.00528145,0.00473251,0.00452074,0.00697615,0.000656268,0.0102746,0.00481125,0.0023385,0.016187,0.0052867,0.00874685,0.00374862,0.00966709,0.00326292,0.00495095,0.00325576,0.004166,0.0054426,0.00757683,0.00544981,0.00280841,0.00541361,0.00639269,0.00363446,0.00500051,0.00550166,0.016192,0.00548507,0.00622162,0.00273145,0.00282375,0.00140474,0.000654618,0.00544729,0.00361288,0.00552362,0.00522536,0.000619425,0.00479785,0.00470533,0.00137814,0.0054426,0.00444987,0.00540674,0.00573335,0.00281694,0.00411768,0.00479128,0.00320585,0.018172,0.00652912,0.00981582,0.00584919,0.0054426,0.00983331,0.00756031,0.00157061,0.0054426,0.00828477,0.00922724,0.00798149,0.00574516,0.00743664,0.0103907,0.00346301,0.00877957,0.00286597,0.0057109,0.0051735,0.0119874,0.0116004,0.00306688,0.00540767,0.00539505,0.00543128,0.00667971,0.0069593,0.00275416,0.0141731,0.00824948,0.00828622,0.00644801,0.00498995,0.00301483,0.00324823,0.0065857,0.00325569,0.0104855,0.00822761,0.00488953,0.00491404,0.00594141,0.00987194,0.00432171,0.00431265,0.0165954,0.00319254,0.0117389,0.00826879,0.00350536,0.0106829,0.0035477,0.000428206
