group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.28950049597180210759,4.6603590969249504283,0,0,0,0,0.61665348630727190304,0.58621811511092336566
dmamma,0.36297457250169629095,6.161765656073951547,0,0,0,0,1.259425458886471727,1.1861279563759319355
mmanh3,0.084763228255437070291,0.15155969713529812704,44,22,0,0,1.1432440750784751415,1.1405446153850749003
