group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.26905427558276456823,4.2679191042696213998,0,0,0,0,0.61665348630727190304,0.5887511542050875013
dmamma,0.30796723945206244677,5.6613359885607472677,0,0,0,0,1.259425458886471727,1.1917954918094753047
mmanh3,0.079738589833260944961,0.13930093727433048856,44,22,0,0,1.1432440750784751415,1.140741913850815914
