group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.034309283695230688438,0.52478693477604276829,0,0,0,0,0.61665348630727190304,0.6132069824550409054
dmamma,0.01060435723964081936,0.71955699731015776432,0,0,0,0,1.259425458886471727,1.2502305959524344647
mmanh3,0.014176664188523854793,0.017890009036433705131,53,26.5,0,0,1.1432440750784751415,1.142877526701088442
