group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.24737340545816430271,3.831061539527164328,0,0,0,0,0.61665348630727190304,0.59156573545587975982
dmamma,0.22597077026209913542,5.0902724485054093861,0,0,0,0,1.259425458886471727,1.1980244568363520585
mmanh3,0.075430078259624055992,0.12498429296345643646,44,22,0,0,1.1432440750784751415,1.1409545766243371911
