group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.4009166986851596115,7.660925151944650402,0,0,0,0,0.61665348630727190304,0.56713837183706861111
dmamma,0.92097045211925809838,9.8818794200515327475,0,0,0,0,1.259425458886471727,1.1455204586005720557
mmanh3,0.11301933197349950388,0.24329301944183107098,42,21,0,0,1.1432440750784751415,1.1391751538996812698
