real_name,dmf_0,dmf_1,dmf_2,dmf_3,dmf_4,dmf_5,dmf_6,dma_0,dma_1,dma_2,dma_3,dma_4,dma_5,dma_6,mma_0,mma_1,mma_2,mma_3,mma_4,mma_5,mma_6
0,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
1,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
2,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
3,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
4,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
5,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
6,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
7,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
8,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
9,0.082090573265836644379,0.075249692160350253878,0.043781639075112871451,0.030099876864140100857,0.019154467095361882994,0.019154467095361882994,0.019154467095361882994,0,0.017746228926353149746,0.028837622005323870072,0.035492457852706299493,0.039929015084294590399,0.044365572315882874366,0.039929015084294590399,0,0.003219575016097874897,0.0096587250482936259921,0.016097875080489376654,0.025756600128782999176,0.022537025112685123845,0.028976175144880874507
