group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.23581012275816060075,3.6290232806935454057,0,0,0,0,0.61665348630727190304,0.59287692392585822354
dmamma,0.201940632712109297,4.8297555573541162133,0,0,0,0,1.259425458886471727,1.2010236425379328118
mmanh3,0.072513870922069942337,0.11862176552637135329,44,22,0,0,1.1432440750784751415,1.1410605116257983571
