real_name,dmf_0,dmf_1,dmf_2,dmf_3,dmf_4,dmf_5,dmf_6,dma_0,dma_1,dma_2,dma_3,dma_4,dma_5,dma_6,mma_0,mma_1,mma_2,mma_3,mma_4,mma_5,mma_6
0,0.082090999999999997305,0.060838999999999997248,0.043878000000000000336,0.031646000000000000518,0.022822999999999999537,0.016459999999999998938,0.011870999999999999608,0,0.020106999999999999873,0.03386700000000000127,0.041669999999999998708,0.045407999999999996976,0.046421999999999997988,0.045655000000000001137,0,0.001144199999999999948,0.0043413000000000001935,0.0087629000000000005499,0.01383299999999999981,0.019161000000000000948,0.024489000000000000351
1,0.082090999999999997305,0.069990999999999997661,0.058816000000000000225,0.049424999999999996714,0.041534000000000001473,0.034903000000000003467,0.029329999999999998433,0,0.011594999999999999404,0.021253000000000001057,0.028366999999999999854,0.033430000000000001381,0.03685000000000000081,0.038961000000000002574,0,0.00049987999999999996412,0.0019848999999999999456,0.0041780999999999996961,0.0068548999999999997088,0.0098367999999999997107,0.012982999999999999749
2,0.082090999999999997305,0.059264999999999998237,0.041537999999999998535,0.029112999999999999989,0.020404999999999999527,0.014300999999999999476,0.010023999999999999924,0,0.02037699999999999928,0.031704000000000003012,0.035939999999999999725,0.035992999999999997218,0.033734000000000000097,0.030342999999999998445,0,0.0024215000000000000413,0.0086394000000000002043,0.016400999999999998913,0.024355999999999999178,0.031753000000000003444,0.03821800000000000197
3,0.082090999999999997305,0.071545999999999998487,0.061580999999999996852,0.053004000000000002502,0.045621000000000001828,0.03926700000000000329,0.033798000000000001652,0,0.0078117999999999998204,0.011171999999999999639,0.011884000000000000466,0.011384000000000000022,0.010387999999999999665,0.0092414999999999997149,0,0.0027182000000000000432,0.0092242999999999995137,0.016868000000000001048,0.024396999999999998548,0.031273000000000002185,0.037303000000000002823
4,0.082090999999999997305,0.059485999999999997212,0.041862000000000003375,0.029460000000000000075,0.020732000000000000428,0.014590000000000000538,0.010267000000000000084,0,0.022093000000000001526,0.03825599999999999834,0.048576000000000001122,0.054834000000000000796,0.058278999999999997472,0.059790000000000002867,0,0.00050998999999999998761,0.0019634999999999999676,0.0040260000000000000647,0.006461399999999999956,0.0091061000000000006521,0.011847999999999999157
5,0.082090999999999997305,0.071956000000000006067,0.062322000000000002395,0.053976999999999997204,0.046749999999999999889,0.040489999999999998215,0.035069000000000002948,0,0.0067968999999999998168,0.0089648000000000001991,0.0089967999999999992422,0.0082856000000000006034,0.0073737999999999997991,0.0064656000000000001665,0,0.0033065999999999998171,0.010580000000000000862,0.018478999999999998899,0.025785999999999999893,0.032130999999999999839,0.037469000000000002304
6,0.082090999999999997305,0.050332000000000001738,0.029517000000000001569,0.017309999999999998999,0.010151999999999999566,0.0059534999999999995909,0.0034913999999999999722,0,0.030863000000000001544,0.049295999999999999541,0.05834999999999999909,0.062001000000000000556,0.06257799999999999474,0.061440000000000001557,0,0.00088062000000000003556,0.0031589999999999999157,0.006068699999999999789,0.0091710000000000003323,0.01222299999999999949,0.015096000000000000044
7,0.082090999999999997305,0.069918999999999995043,0.058688999999999998114,0.049263000000000001233,0.041350999999999998868,0.0347099999999999978,0.029135000000000001175,0,0.011619000000000000855,0.021193000000000000033,0.028144999999999999879,0.033001000000000002554,0.036187999999999997947,0.038059999999999996612,0,0.00054560999999999997521,0.0021492999999999998217,0.0044878000000000001224,0.0073026000000000002368,0.010392000000000000196,0.013598999999999999977
8,0.082090999999999997305,0.063765000000000002234,0.04840499999999999664,0.036744999999999999885,0.027893999999999998657,0.021174999999999999378,0.016074999999999999012,0,0.017965999999999999331,0.032263000000000000012,0.042356999999999998818,0.04929000000000000048,0.053855000000000000093,0.056649999999999998967,0,0.00035962000000000000259,0.0014209999999999999541,0.0029841999999999997868,0.0048964999999999998109,0.0070429000000000003753,0.0093378000000000002667
9,0.082090999999999997305,0.057326000000000001955,0.038746999999999996722,0.026189000000000000473,0.017701000000000001455,0.011964999999999999941,0.0080868999999999992973,0,0.024136999999999998734,0.04095399999999999735,0.051048000000000003096,0.056662999999999998091,0.059313999999999998669,0.060019999999999996965,0,0.00062717000000000002781,0.0023873000000000001858,0.0048459999999999996134,0.0077093999999999999334,0.010781999999999999917,0.013936000000000000471
