group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.068721356981562300992,0.98148654299551241209,0,0,0,0,0.61665348630727190304,0.61018179011603113082
dmamma,0.0036160941906484842315,1.3413020548552319067,0,0,0,0,1.259425458886471727,1.2424878297968247054
mmanh3,0.024716901905414617735,0.033105951361330786253,48,24,0,0,1.1432440750784751415,1.1425831820867340394
