group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.0097668164058502555253,0.017177554974188612852,0,0,0,0,1.1983689290457228971,1.1980460676042621326
dmamma,0.0069030690418722734022,0.0076102193349335918102,30,15,0,0,1.2055868485037362081,1.2054118902852666295
mmanh3,0.0084314423880837239406,0.0014521855778715573974,0,0,0,0,1.5113941173231182358,1.5112447493453375902
