group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.052450930661575377589,0.09289350688565578551,0,0,0,0,1.1983689290457228971,1.1966280795578185803
dmamma,0.037952949785023573637,0.041558346586746515439,30,15,0,0,1.2055868485037362081,1.2046286344421048842
mmanh3,0.046263846124558208328,0.0079771976367956683868,0,0,0,0,1.5113941173231182358,1.5105747004722853699
