group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.078741680427267091158,0.14049701253375904142,0,0,0,0,1.1983689290457228971,1.1957437078121462282
dmamma,0.058040139869804295569,0.063331662309329683769,30,15,0,0,1.2055868485037362081,1.2041244547942271392
mmanh3,0.070653233092930367576,0.012201798311540496336,0,0,0,0,1.5113941173231182358,1.5101427353943557286
