group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.06723842480688684009,0.11988171344818124298,0,0,0,0,1.1983689290457228971,1.1961280461832253241
dmamma,0.04934939047033667231,0.053943163798453090674,30,15,0,0,1.2055868485037362081,1.2043421812896715206
mmanh3,0.060043337212895973865,0.010386815155235777988,0,0,0,0,1.5113941173231182358,1.510330278907491719
