group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.072702687638851917762,0.12980886963769203146,0,0,0,0,1.1983689290457228971,1.1959438565584696867
dmamma,0.053555758459381833103,0.058503934733395226986,30,15,0,0,1.2055868485037362081,1.2042365947187860797
mmanh3,0.065153740460926909406,0.011278020188048484482,0,0,0,0,1.5113941173231182358,1.5102396843451693087
