group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.014151389605598191715,0.024860382478222951136,0,0,0,0,1.1983689290457228971,1.197901490239486888
dmamma,0.010053077729186498182,0.010998323193964527553,30,15,0,0,1.2055868485037362081,1.2053330810942157747
mmanh3,0.012215224330483926904,0.0021050872036878216613,0,0,0,0,1.5113941173231182358,1.5111777074119643327
