group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.021856381312563132741,0.038499444167962221242,0,0,0,0,1.1983689290457228971,1.1976458016357793834
dmamma,0.015593204519747994041,0.017084899889632246955,30,15,0,0,1.2055868485037362081,1.2051929469965039221
mmanh3,0.018975827079092830174,0.0032724337902938467962,0,0,0,0,1.5113941173231182358,1.5110579222129343346
