group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.070884866255013653791,0.12650330477961002629,0,0,0,0,1.1983689290457228971,1.1960051660846460209
dmamma,0.052152993825239926662,0.056983704293246832673,30,15,0,0,1.2055868485037362081,1.2042717966632336957
mmanh3,0.063449838995373777917,0.010980774033947189247,0,0,0,0,1.5113941173231182358,1.5102698907362648306
