group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.080544261731178179442,0.14378784790310031316,0,0,0,0,1.1983689290457228971,1.1956827662959486069
dmamma,0.059448475785495460966,0.064853757356087268771,30,15,0,0,1.2055868485037362081,1.2040891674771272424
mmanh3,0.072358905424602631973,0.012499806284080407226,0,0,0,0,1.5113941173231182358,1.5101124951141189356
