group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.0019615266537306654156,0.0034432193820841251568,79,39.5,0,0,1.1983689290457228971,1.1983041615189682361
dmamma,0.0013793184899525677035,0.0015221512427898522581,32,16,0,0,1.2055868485037362081,1.2055518692487001697
mmanh3,0.0016850991966905239094,0.00029001268233476765451,0,0,0,0,1.5113941173231182358,1.5113642661013906299
