group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.054305554993033564037,0.096234691506460301458,0,0,0,0,1.1983689290457228971,1.1965658806613961307
dmamma,0.039349651158667828255,0.043079081578058023294,30,15,0,0,1.2055868485037362081,1.2045934894258059078
mmanh3,0.047963217011703140891,0.0082726103735007838064,0,0,0,0,1.5113941173231182358,1.5105445798017151926
