group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.076610706577041415288,0.13679157517410589495,0,0,0,0,1.1983689290457228971,1.1958135401088629823
dmamma,0.056496445013355600651,0.061681581953816136399,30,15,0,0,1.2055868485037362081,1.2041629142250456219
mmanh3,0.06874878457371708107,0.01190449219820170941,0,0,0,0,1.5113941173231182358,1.5101759659068518804
