group,mean_change,std_change,num_at_near_lbound,percent_at_near_lbound,num_at_near_ubound,percent_at_near_ubound,initial_cv,current_cv
dmfdma,0.024177660912154067679,0.042339867649193146937,0,0,0,0,1.1983689290457228971,1.1975719963307642768
dmamma,0.017077182704230108035,0.018740946043416591149,30,15,0,0,1.2055868485037362081,1.205155103584043097
mmanh3,0.020830277845076745902,0.0035684967529223533649,0,0,0,0,1.5113941173231182358,1.511025432477222763
